,group,is_risky,cluster,from_grade,to_grade,transition,high_risk_transition,Attr49,Attr38,Attr25,Attr13,Attr35,working_capital_to_assets,Attr30,Attr24,Attr52,retained_earnings_to_assets,Attr56,Attr55,Attr26,Attr63,Attr41,Attr29,Attr21,Attr43,Attr57,Attr20,Attr58,cash_to_current_liabilities,Attr45,Attr46
10082,risky_upgrade,1,0,CCC,B,CCC→B,1,0.0061156,0.23701,0.23386,0.012967,-0.015264,-0.0073832,1.374,0.18144,0.43843,0.0,-0.028099,-129.0,0.0092431,2.2144,3.4124,4.2423,0.73199,149.16,0.021048,67.684,0.98969,-69.983,0.049467,0.47565
10083,risky_upgrade,1,0,CCC,B,CCC→B,1,0.0072937,0.39796,0.017576,-0.011619,0.0046018,-0.066676,0.36171,-0.071649,0.35845,-0.12778,0.12435,-478.0,-0.031421,2.785,1.69,3.8555,1.0452,111.8,-0.047522,19.619,0.86822,-35.38,-0.21616,0.18258
10084,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.0015582,-0.16007,-0.16007,0.0052588,0.01093,-0.1552,0.1066,0.023026,0.11094,0.0020105,0.021262,-653.04,0.027337,9.2094,0.90597,3.6241,1.0452,32.687,-0.01256,27.278,0.97874,-33.855,0.0029319,0.15598
10085,risky_upgrade,1,0,B,BB,B→BB,1,0.0,0.26969,0.22059,0.0235,0.059186,0.0042024,0.60128,0.073562,0.71092,-0.085864,0.19004,650.88,0.037265,1.7367,0.45413,5.19,1.0551,154.24,0.10475,18.808,0.97323,-65.795,0.45607,0.91675
10086,risky_upgrade,1,2,CCC,B,CCC→B,1,0.078184,0.93168,0.90927,0.082457,0.19847,0.8898208000000005,-0.339,0.60404,0.024682,0.0,0.092446,4016.3,2.017,43.619,0.011349,3.6497,0.99398,20.799,0.13031,0.5427,0.91172,157.65,38.034,16.858
10087,risky_upgrade,1,2,CCC,B,CCC→B,1,0.023083,0.8803,0.13524,0.039397,0.12899,0.65562,-0.020043,0.52058,0.020753,0.0,0.029263,1856.7,1.4502,49.638,0.02244,3.4521,1.1118,44.392,0.15391,0.0,0.96835,55.636,0.282825,2.352
10088,risky_upgrade,1,0,B,BB,B→BB,1,0.00913,0.45551,0.26629,0.0077062,0.0030539,0.3636,0.20722,0.059064,0.18149,-0.019635,0.0010339,1674.0,0.033913,5.509,0.44014,3.6631,1.0147,103.43,0.032536,51.269,0.9673,-6.7234,0.026104,0.89382
10089,risky_upgrade,1,0,B,BB,B→BB,1,0.0020209,0.52728,0.10489,0.076423,0.018987,-0.027034,0.37407,0.070163,0.33752,0.0,0.013937,-33.09,0.17395,2.9719,0.13999,3.0878,0.79355,102.65,0.076141,61.531,0.95222,-72.899,0.13807,0.60806
10090,risky_upgrade,1,0,CCC,B,CCC→B,1,0.00081911,0.47209,0.18231,0.025585,0.075667,-0.10229,0.16232,0.046337,0.10493,0.037159,0.01371,-1134.0,0.14198,9.6625,0.17112,4.0448,1.0148,28.064,0.20383,8.6354,0.98629,-17.198,0.33992,0.5575
10091,risky_upgrade,1,0,B,BB,B→BB,1,-0.019166,-0.062323,-0.13643,-0.018031,-0.081795,-0.26826,0.26615,-0.075446,0.27364,-0.060985,-0.021538,-252.67,-0.06446,3.575,-0.60255,2.974,1.0452,70.905,1.2106,0.60442,1.0172,-25.948,-10.095080000000001,0.07834487
10092,risky_upgrade,1,0,B,BB,B→BB,1,0.020123,0.69287,0.034495,0.045308,0.036433,0.3979,0.12963,0.28616,0.11704,0.0,0.074771,27915.0,0.15367,8.6551,0.32149,4.8461,0.8514,109.3,0.068115,34.59,0.90581,56.016,0.3147,1.4046
10094,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.066454,0.28716,-0.13389,-0.015503,-0.021971,0.047747,0.95172,-0.051123,0.98232,-0.12952,-0.031356,567.0,-0.015219,0.97956,-2.2021499999999996,4.0746,1.5584,360.99,-0.10989,130.73,1.0366,-114.42,-0.12616,0.44903
10096,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.064443,-0.7113339999999999,-1.3265,-0.043494,0.023336,-1.00064,2.1102,-0.22629,2.1608,-0.25161,0.018276,-40775.49,-0.022304,0.4714,0.57627,4.855,0.93304,215.01,0.087085,140.32,0.98172,-771.67,-0.36429,0.10419
10097,risky_upgrade,1,0,CCC,B,CCC→B,1,-9.2124e-05,-0.11652,-0.11835,0.0021814,0.019243,0.57093,0.071077,-0.011123,0.10641,-0.048385,0.034679,6363.0,-0.071776,9.735,0.33942,4.0471,0.56301,79.26,0.40883,57.037,0.96532,-3.6441,-0.079676,0.90897
10099,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.165,0.3137,0.30997,0.26997,0.033784,-0.59496,4.20196500000005,0.025155,3.241538000000006,0.025155,-0.18699,-7021.1,0.055616,0.293002,0.47831,4.0719,0.65993,135.13,0.081151,0.0,1.187,-1436.0,0.282825,0.090297
10100,risky_upgrade,1,0,B,BB,B→BB,1,-0.00024585,0.31164,0.30241,0.019833,-0.0061055,0.15514,0.19538,0.22232,0.19104,0.0,-0.0017927,868.0,0.1005,5.1392,0.24055,3.7478,1.0452,84.68,0.067658,67.208,0.97663,-51.863,0.032784,0.98248
10101,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.10321,-0.31096,-0.31096,0.095468,-0.034479,-0.82351,1.1635,0.026163,1.0321,0.026163,-0.1325,-10700.0,0.081678,0.85555,0.98578,4.1137,1.3696,140.43,-0.084134,119.47,1.1325,-375.16,0.074455,0.07834487
10102,risky_upgrade,1,0,B,BB,B→BB,1,0.010555,0.4357,0.13635,0.052434,0.02662,-0.049051,0.85181,0.018433,0.53229,0.0,0.03031,-1031.0,0.049945,1.9306,0.32557,4.3226,1.2561,130.92,0.020487,78.767,0.94317,-111.35,0.01903,0.61625
10105,risky_upgrade,1,0,BB,BBB,BB→BBB,0,-0.29959,0.55255,-0.017577,0.11456,-0.13718,0.42032,1.1882,-0.16226,0.86946,-0.29029,-0.36423,737.25,0.096316,0.84073,0.35058,3.244,1.0868,659.6461000000003,-0.062559,0.0,1.0709,345.77,0.282825,0.07834487
10107,risky_upgrade,1,0,CCC,B,CCC→B,1,0.0029872,-0.46737,-0.85125,-0.0081999,0.018186,-0.46737,0.36162,0.63042,0.36558,-0.81171,0.0044987,-97.4,-0.022531,2.7477,1.9565,2.3189,1.0851,88.365,0.0846,22.693,0.99542,-65.812,-0.15773,0.18712
10109,risky_upgrade,1,0,CCC,B,CCC→B,1,0.043032,0.29023,0.27154,-0.031612,-0.038215,-0.25752,0.42335,-0.062623,0.40163,0.0,0.16565,-6914.0,-0.063133,2.418,0.33116,4.4289,0.69888,92.431,-0.15439,38.604,0.78004,-91.569,-0.2552,0.26832
10110,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.071435,0.62542,0.40546,-0.017405,-0.012179,0.38702,0.24087,-0.047665,0.070135,-0.12025,-0.012025,1829.8,-0.04661,13.692,-1.1157,3.6747,1.0452,119.19,-0.076212,36.869,1.0396,101.48,-0.47069,3.1978
10111,risky_upgrade,1,0,BB,BBB,BB→BBB,0,-0.16096,0.86701,0.74004,-0.076916,0.080237,0.32965,-0.038802,0.25551,0.052226,0.0,0.042787,1722.7,-0.9360057,17.034,-0.030649,3.7182,1.1,45.075,-0.27919,31.448,1.1163,29.357,-1.4957,3.3536
10112,risky_upgrade,1,0,CCC,B,CCC→B,1,0.040122,0.034812,-0.016928,0.096903,0.088536,0.19615,0.41013,0.068763,0.41889,0.05828,0.1076,2344.0,0.20954,2.6751,0.12067,4.0774,0.94444,195.62,-2.9482139999999997,179.17,0.8924,-134.67,0.10342,0.14392
10113,risky_upgrade,1,0,CCC,B,CCC→B,1,0.11194,0.0075393,-1.86106,0.055076,0.013021,-0.11894,0.255,0.56479,0.25904,-1.880592,0.15502,-378.0,0.17815,3.8029,0.08936,3.5022,0.8719,66.539,-2.9482139999999997,49.926,0.76623,-61.124,0.39083,0.69315
10114,risky_upgrade,1,0,B,BB,B→BB,1,-0.013928,0.53747,0.45534,0.022547,0.012876,-0.17134,0.14705,0.018116,0.12595,0.014359,0.0016463,-8379.7,0.14472,7.9528,0.23162,4.6894,1.143,27.251,0.031534,10.599,0.99835,-28.842,0.13753,0.3901
10115,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.043491,0.27755,0.25521,-0.010616,-0.11128,-0.26774,0.15017,-0.11917,0.14314,-0.11917,-0.033468,-4876.8,-0.069304,6.7597,-0.57453,4.2604,0.85808,29.939,-0.46693,14.982,1.0335,-36.828,-0.68162,0.2976
10116,risky_upgrade,1,0,B,BB,B→BB,1,0.0080355,0.38606,0.04884,0.042352,0.14812,-0.18814,0.23785,0.079827,0.1693,0.0,0.046701,-4118.0,0.17486,6.0537,0.15063,4.3402,0.97968,36.336,0.2681,15.8,0.96936,-39.505,0.4521,0.30041
10117,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.010937,0.47675,0.35917,0.018378,0.026943,-0.22386,0.1408,0.002861,0.11701,0.002861,0.011834,-4321.5,0.12677,8.6489,0.19542,4.2857,0.98388,18.893,0.0079656,9.5696,0.98817,-31.866,0.027246,0.28983
13374,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.16198,0.0038934,0.00019245,-0.1495,-0.10263,-0.24351,1.1116,-0.10207,0.91068,0.0,0.011102,-328.98,-0.13007,0.93307,-0.23654,3.1307,1.1852,273.53,-2.9482139999999997,215.73,1.0194,-267.82,-0.25295,0.59013
13375,risky_upgrade,1,0,BB,BBB,BB→BBB,0,0.03088,0.35854,0.0014403,0.037967,0.09443,0.21814,0.26617,0.032508,0.28691,-0.063053,0.040659,183.26,0.12565,3.6331,0.20628,2.9243,0.94458,129.74,0.17984,114.88,0.96085,-84.145,0.088583,1.1947
13376,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.1092,-0.094527,-0.19114,-0.046319,-0.14833,-0.18344,0.76214,-0.23604,0.69588,0.0,-0.10422,-1214.0,-0.059865,1.3014,-0.29721,3.8207,0.84642,225.29,0.81436,121.83,1.0543,-155.08,-0.17235,0.46329
13377,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.08619,0.14177,0.10855,-0.055697,-0.033535,0.13289,1.771,-0.056658,1.6667,0.0,-0.0697,200.0,-0.031239,0.56088,-1.1169,3.1775,0.85998,659.6461000000003,-0.24497,274.38520000000074,1.0697,-524.64,-0.03987,1.0225
13378,risky_upgrade,1,0,CCC,B,CCC→B,1,0.0,0.5466,-0.27243,-0.22331,-0.14986,-0.10093,1.024,-0.31618,0.74764,-0.12851,0.12795,-1021.2,-0.21752,1.5338,-0.17335,4.0051,0.96173,177.29,-0.42535,133.99,1.2353,-153.61,-0.6083,0.19675
13379,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.025401,0.40774,-0.38573,-0.1413,-0.5391808,0.555,0.36816,-0.2455,0.090125,0.10229,-0.42193,833.05,-0.36064,7.8033,-0.51749,3.1764,0.83242,96.56,1.3848,2.2981,1.0176,38.517,-10.095080000000001,0.23948
13381,risky_upgrade,1,0,B,BB,B→BB,1,0.063962,0.66116,0.0078995,0.068801,0.18065,0.63473,0.13071,0.1995,0.16071,-0.097162,0.080362,1894.7,0.34132,6.6344,0.068467,3.4749,1.2056,150.42,0.1589,119.89,0.9364,-18.157,0.14228,0.69401
13382,risky_upgrade,1,0,BB,BBB,BB→BBB,0,0.018147,0.38459,0.29292,0.028091,0.036021,0.36708,0.034155,0.14887,0.24722,0.0,0.014951,423.83,0.085544,4.0659,0.28543,3.0624,1.9393,53.351,0.11862,4.9534,0.97934,46.649,1.2199,1.5643
13384,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.0089484,0.51229,-0.074185,-0.040538,-0.023862,-0.34832,0.79843,-0.14565,0.40237,-0.049194,0.10864,-19443.0,-0.050526,2.4068,-2.2021499999999996,4.7468,1.0555,30.583,-0.38613,8.7093,0.87712,-122.61,-1.6989,0.095141
13385,risky_upgrade,1,0,BB,BBB,BB→BBB,0,0.056993,0.34711,0.2545,0.095911,0.095607,0.23655,0.41068,0.18817,0.45404,0.0,0.065403,4889.0,0.17913,2.3566,0.14928,4.3153,1.4955,200.44,0.247,35.392,0.90951,25.047,0.60457,0.31551
13386,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.11987,0.93205,0.07798,-0.12751,0.062447,0.038968,0.166,-0.26484,0.15257,0.096948,0.9867157000000019,104.94,-0.74539,5.8457,-0.04757,3.4302,2.1845,92.725,-0.054307,2.7042,0.27974,25.89,-10.095080000000001,0.13212
13387,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.035872,0.52118,0.015809,-0.28305,0.0071863,0.2452,0.79835,-0.26203,0.4859,-0.02268,0.008453,27299.0,-0.27912,2.0756,-2.2021499999999996,5.0466,0.73481,264.46,-0.73735,113.87,1.0177,-9.1995,-0.7913,0.74233
13389,risky_upgrade,1,0,BB,BBB,BB→BBB,0,0.055682,0.24896,0.077254,0.069031,0.13613,0.13256,0.36513,0.21546,0.39179,-0.030261,0.066301,894.0,0.1531,2.7337,0.17217,3.8289,1.3757,155.59,0.39943,110.35,0.93197,-92.788,0.16021,0.83771
13390,risky_upgrade,1,0,CCC,B,CCC→B,1,0.34889,0.41076,0.057399,0.40551,-0.15725,-0.0016368,0.92789,0.19774,0.67032,-0.20744,-0.21862,-15.0,0.35849,1.2242,0.071585,3.9621,0.88205,276.9,0.64556,82.009,0.7598,-82.399,1.3003,0.34354
13391,risky_upgrade,1,0,BB,BBB,BB→BBB,0,-0.0063475,0.37402,0.28861,0.017805,0.038382,-0.034429,0.45385,0.033688,3.241538000000006,-0.0017297,0.9867157000000019,0.945,0.040417,2.4461,0.32031,4.0843,0.89041,138.91,-0.042387,72.45,0.0475312,2879.174999999992,-0.042547,0.45947
13392,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.14417,0.39098,0.066977,-0.16603,-0.096432,-0.41071,1.0519,-0.10692,0.74746,-0.28534,0.087434,-3887.8,-0.15745,1.1361,-0.24382,3.9762,0.66916,59.596,-0.24525,40.133,0.85781,-252.0,-1.51,0.13149
13393,risky_upgrade,1,0,CCC,B,CCC→B,1,0.0,0.64524,0.013931,-0.076615,-0.016543,-0.09303,0.63072,0.019637,0.53421,-0.016622,0.22188,-665.27,-0.11976,2.4057,-0.77765,3.8544,0.73506,106.98,-0.14218,18.079,1.0577,-56.903,-1.5468,0.61707
13394,risky_upgrade,1,0,B,BB,B→BB,1,-0.060806,0.53074,0.17937,-0.0065231,-0.025961,0.078696,0.57399,0.036499,0.4473,0.002399,0.17923,1.1813,-0.017259,2.1632,1.0345,4.3682,0.97967,195.4,-0.10157,147.19,0.84126,-118.81,-0.12308,0.30896
13395,risky_upgrade,1,0,B,BB,B→BB,1,-0.24347,0.66975,0.24689,-0.043567,-0.023031,-0.24078,2.4119,0.47038,2.3616,0.22128,0.52788,-40775.49,0.063047,0.8737,1.3255,5.5873,2.674,113.16,0.0,41.113,0.5889,-1025.2,0.0,0.1725
13397,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.32716,0.55274,0.21865,-0.3375,-0.14897,-0.30324,1.3998,-0.14628,0.69364,0.0,-0.3056,-6005.0,-0.24092,1.1042,-0.20773,4.2967,0.54414,103.05,-0.59745,73.96,1.2668,-235.91,-1.9182,0.22508
13398,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.074208,0.49122,0.22212,-0.082443,-0.15384,0.55703,0.22108,-0.18268,0.16307,-0.016789,-0.064542,292.3,-0.35197,5.7175,-0.11454,2.72,0.90724,143.32,-0.46125,80.362,1.0853,3.6167,-0.38818,1.0773
13399,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.44887,-0.16116,-0.41771,-0.39543,-0.51956,-0.48471,0.96333,-0.75082,0.67863,-0.27503,-0.43843,-6244.0,-0.40354,1.0244,-0.088229,4.11,2.7253499999999997,188.62,2.8106089999999995,117.9,1.3924,-196.05,-1.346,0.3825
13400,risky_upgrade,1,0,B,BB,B→BB,1,-0.12344,0.26192,-0.064323,0.16111,-0.039731,-0.16907,0.95654,-0.14288,0.50224,-0.065988,-0.041143,-866.0,0.16744,1.9124,0.1618,3.7094,1.0035,118.17,0.0096932,77.675,0.96468,-163.65,0.0031714,0.45215
13401,risky_upgrade,1,0,BB,BBB,BB→BBB,0,0.12858,0.31967,0.26639,0.13152,0.21228,0.29397,0.32451,0.33986,0.45278,0.0,0.23744,3901.0,0.25332,2.5345,0.10736,4.1229,1.1771,171.24,0.53913,153.81,0.6904,-106.24,0.24897,1.3325
13402,risky_upgrade,1,0,CCC,B,CCC→B,1,0.017937,0.37277,-0.05799,-0.041804,0.034088,-0.13689,0.54605,-0.056763,0.37956,0.0,0.10224,-14782.0,-0.076548,2.6626,1.0149,5.0334,1.2083,96.865,-0.28899,49.089,0.90064,-88.999,-0.31084,0.39971
13403,risky_upgrade,1,0,A,AA,A→AA,0,-0.14866,0.43267,0.27371,-0.032147,-0.10115,-0.053803,0.88696,0.85102,0.46617,-0.20324,-0.12591,-511.26,-0.018809,1.8515,7.4916,3.9778,0.712,172.54,-0.25888,113.57,1.1938,-125.72,-0.29736,0.2999
13404,risky_upgrade,1,0,CCC,B,CCC→B,1,0.047115,0.58855,0.4019,0.0060776,0.022043,0.08928,0.69773,0.024882,0.627,0.0,0.41702,583.0,0.0082487,1.646,0.52127,3.8149,0.99512,237.4,0.0076969,169.96,0.57621,-142.56,0.013052,0.92019
13405,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.10107,0.89718,0.32767,-0.094719,-0.13518,0.86384,-0.34001,-0.20977,0.053225,-0.082132,0.076898,1932.4,-0.9360057,17.016,-0.024814,3.3497,0.67685,98.494,-0.14423,33.398,0.91683,174.37,-1.0352,8.7248
13406,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.071728,0.27346,-0.14341,-0.064878,-0.39789,0.20101,0.11789,-0.30045,0.1113,-0.095639,-0.064903,79.32,-0.5474,8.4374,-0.06786,2.5962,0.44142,55.0,-1.6058,52.055,1.0649,-37.36,-0.50228,1.2086
13407,risky_upgrade,1,0,B,BB,B→BB,1,0.019268,0.40227,0.32271,0.0071348,0.036945,0.053298,0.33574,0.96706,0.38371,0.0,0.15487,711.8,0.013576,3.0731,0.59247,4.1257,0.94641,126.12,0.022995,62.201,0.86028,-60.942,0.027283,0.56551
13408,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.8681929,0.5657,-0.065269,-0.5750552000000001,-0.32626,0.11388,0.64089,0.38898,0.33661,0.0,-0.14105,2905.0,-0.9360057,1.8856,-0.029199,4.4067,0.58238,242.0,-1.0624,186.06,1.6165,-81.042,-1.8401,0.37548
13409,risky_upgrade,1,0,B,BB,B→BB,1,0.024833,0.31296,0.21732,0.021221,0.062913,0.29128,0.27013,0.45642,0.24587,0.0,0.11758,1981.0,0.065157,4.1371,0.37626,3.8326,0.86628,122.55,0.15887,37.887,0.88239,0.15238,0.17595,0.51671
13410,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.12938,-0.17839,-0.21307,-0.14473,-0.15699,-0.15465,0.60107,-0.27882,0.44603,0.0,0.1381,-223.0,-0.24376,1.9611,-0.155,3.159,1.2131,151.93,1.6099,27.023,0.91233,-52.632,-1.9808,0.17401
13411,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.72817,-0.34665,-1.5892,-0.22944,-0.32575,-1.00064,1.9382,-0.7595,1.2728,-1.880592,-0.46999,-1234.2,-0.11809,0.51959,-0.37957,3.0891,0.56628,169.53,1.0161,94.96,1.5709,-500.74,-1.9534,0.11126
13412,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.026905,0.26363,-0.3563,-0.031235,-0.10378,-0.0051891,0.16407,-0.10339,0.16225,-0.29745,0.88467,-226.0,-0.18703,6.0004,-0.20681,4.639,0.65995,59.016,-0.52238,12.319,0.11886,-12.57,-0.92505,0.22525
13413,risky_upgrade,1,0,CCC,B,CCC→B,1,0.0022487,0.28893,0.21425,0.000581,0.080875,-0.16884,0.14107,0.10207,0.15385,0.033023,0.27052,-237.39,0.00378,6.506,2.2784,3.148,1.1276,36.616,0.0093048,4.3148,0.74508,-18.945,0.049148,0.18686
13414,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.047007,0.69219,0.47434,-0.06946,-0.13936,0.10075,0.2008,0.028262,0.12928,0.0,0.023319,233.64,-0.31369,7.2685,-0.15702,3.3653,0.79868,59.121,-0.30806,5.5056,0.95845,10.129,-4.605,0.25959
13415,risky_upgrade,1,0,B,BB,B→BB,1,-0.0033466,0.02489,0.019018,0.024436,0.038877,-0.037107,0.50243,0.024351,0.5181,0.0,0.020586,-316.0,0.043751,1.9707,0.49644,3.9302,1.4172,172.37,0.27184,169.91,0.98373,-181.49,0.0076981,0.94799
13416,risky_upgrade,1,0,B,BB,B→BB,1,0.011003,0.20987,0.19969,0.014343,0.057377,0.11871,0.354,0.05531,0.3597,0.0,0.0263,991.0,0.034442,2.8551,0.44527,3.9216,0.88844,143.27,0.045942,102.97,0.98023,-85.155,0.015666,0.8401
13417,risky_upgrade,1,2,CCC,B,CCC→B,1,0.054761,0.92083,0.33484,0.075047,0.13161,0.8898208000000005,-0.42289,0.30009,0.04175,0.0,0.064904,155.69,1.6062,25.614,0.017341,2.2321,0.64054,9.862,0.11576,0.0,0.9351,175.11,0.282825,11.832
13418,risky_upgrade,1,0,B,BB,B→BB,1,-0.10136,0.66502,0.51393,0.067559,-0.10487,0.023479,0.39708,-0.11471,0.24938,0.0,-0.13009,98.12,0.1566,3.5484,0.16582,3.6211,0.75544,103.09,-0.032883,67.882,1.0069,-54.121,-0.14425,0.76115
13419,risky_upgrade,1,1,CCC,B,CCC→B,1,0.29428,-0.5767,-1.86106,0.20614,0.2593,-1.00064,3.1685,-0.59752,2.6673,-1.880592,0.30706,-1570.0,0.064002,0.54105,0.35568,3.086,0.89703,97.336,-0.099484,0.0,0.70196,-777.33,0.282825,0.07834487
13420,risky_upgrade,1,0,BB,BBB,BB→BBB,0,0.037145,0.65774,0.59275,0.05318,0.17416,0.62415,0.070995,0.5592,0.07584,0.22371,0.03713,1584.7,0.58989,13.694,0.06553,3.4047,0.68742,74.511,0.30705,28.886,0.94767,20.191,0.54431,1.1113
13421,risky_upgrade,1,0,BBB,A,BBB→A,0,-0.013742,0.55696,0.41003,0.046484,0.0404,0.24663,0.29947,0.1959,0.26287,0.0,0.025615,8368.9,0.13805,3.8787,0.16884,4.5306,0.94805,132.24,0.018528,65.941,0.99794,-20.6,0.032028,0.9058
13422,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.043597,0.13086,0.0031019,-0.24482,-0.021173,-0.50369,1.0935,-0.35428,0.99807,-0.38536,-0.025186,-25169.0,-0.20624,0.97731,0.43391,4.6987,0.68608,151.72,-2.9482139999999997,107.37,0.98078,-330.59,-0.98423,0.29625
13423,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.060026,0.14215,-0.26605,-0.034856,-0.041625,-0.063747,1.6201,-0.28766,1.4792,-0.28207,-0.090427,-26819.0,-0.0080308,0.57696,3.1619,5.624,0.74858,220.66,0.37632,86.786,1.2635,-207.79,-0.25684,0.78292
13424,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.048794,0.61679,0.34104,-0.091493,-0.04366,0.5829,0.32533,-0.24032,0.34331,0.0,0.26438,152.2,-0.25355,2.7751,-0.24651,2.4168,0.73388,318.6,-0.15753,115.95,0.73867,79.013,-0.288,0.98249
13425,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.54307,0.84272,-1.86106,-0.5750552000000001,-0.34153,0.4401,0.33404,-0.46279,0.24492,-1.880592,0.24818,15748.0,-0.9360057,4.3479,-0.037893,4.5537,1.4819,220.1,-1.2598,125.22,1.6521,85.383,-3.474,1.0915
13426,risky_upgrade,1,0,CCC,B,CCC→B,1,0.034626,0.61448,0.29843,0.0021241,-0.0089076,0.11607,0.86805,0.40504,1.3216,0.084659,0.51962,20263.0,0.0033274,1.4823,0.83564,5.242,2.1639,281.76,0.0026404,60.6,0.669,-48.451,0.017397,0.07834487
13427,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.32644,0.1398,-0.7198,-0.26096,-0.32152,0.1398,0.061781,-0.55361,0.60475,-0.40989,-0.29205,9.27,-0.33398,1.2798,-0.099912,1.94594,0.9244,68.9,-2.3139,0.0,1.2936,36.262,0.282825,0.92093
13428,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.06923,0.39432,-0.16188,-0.050006,-0.076027,-0.23124,0.23498,-0.1988,0.16747,0.0,-0.025528,-2514.0,-0.21488,5.8226,-0.20127,4.0363,0.87253,33.887,-0.65679,2.888,1.0514,-29.66,-8.3122,0.07834487
13429,risky_upgrade,1,0,CCC,B,CCC→B,1,0.014481,0.60964,-0.25309,0.0017385,-0.12095,0.56408,0.19038,0.092134,0.16705,-0.31687,0.095484,1919.0,0.0088772,5.5224,0.45081,3.5317,1.362,165.81,0.0056798,53.763,0.84426,43.619,0.011803,0.86879
13431,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.10693,0.59606,0.41031,-0.069846,-0.12171,0.26865,0.30729,-0.07871,0.23036,0.0,0.16688,1.7576,-0.21692,3.9355,-0.16899,5.065,0.9426,156.9,-0.23158,57.395,0.84387,10.89,-0.58187,1.1388
13432,risky_upgrade,1,0,BB,BBB,BB→BBB,0,0.010085,0.30627,-0.20927,0.039346,0.14865,0.094676,0.21755,0.11641,0.24788,-0.27652,0.050435,29.75,0.1504,4.2485,0.21143,2.4972,1.0705,86.397,0.25083,1.939,0.97477,10.041,4.2947,0.1534
13433,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.014623,0.39761,0.31649,-0.0091921,-0.037478,0.070313,0.25707,0.82612,0.16803,0.077811,0.12254,423.0,-0.025397,5.7579,-0.82502,3.7793,0.80861,39.698,-0.038478,27.068,0.86726,-11.915,-0.12395,1.044
13434,risky_upgrade,1,0,CCC,B,CCC→B,1,0.018297,0.23217,0.17761,0.0093385,0.060503,-0.016327,0.17725,0.15503,0.21756,-0.040353,0.067289,-97.0,0.02933,4.6503,0.39573,3.7739,0.99098,61.194,0.099152,37.982,0.93183,-40.601,0.061225,0.6829
13435,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.11992,0.17895,-0.40786,-0.036897,-0.081669,0.041033,0.7053,-0.16847,0.67167,-0.31374,-0.073994,27.97,-0.0496,1.3863,-1.0722,2.8336,0.7638,231.17,-0.52607,83.968,1.0703,-98.097,-0.37075,0.49245
13436,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.22369,0.65697,0.20368,-0.18529,-0.15045,0.12609,0.34225,-0.020968,0.29864,0.0,-0.18521,411.68,-0.54633,2.8253,-0.075276,3.5139,0.82921,152.58,-0.30789,93.635,1.1679,-29.286,-0.97111,0.98247
13437,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.26315,0.35564,-0.035565,-0.40468,-0.2296,-0.033021,0.59133,-0.48945,0.38225,0.0,-0.014577,-1467.0,-0.66011,2.0655,-0.077626,4.6476,0.68161,156.61,-1.2845,92.445,1.0545,-81.535,-1.5972,0.57361
13439,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.71529,0.07,-0.098234,-0.36049,-0.20491,-0.094916,2.6051,-0.23021,1.1118,-0.055292,-0.51189,-379.0,-0.14841,0.59494,-0.29247,3.6013,0.49245,127.11,2.8106089999999995,97.257,1.4639,-433.6,-2.2361,0.81023
13440,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.063922,0.22283,0.19474,-0.044605,-0.14127,-0.05618,0.30928,-0.14467,0.29107,0.0,-0.056278,-100.0,-0.14385,3.2249,-0.25601,3.2504,0.94292,102.5,-0.63397,43.332,1.0506,-50.295,-0.4749,0.40497
