,group,is_risky,cluster,from_grade,to_grade,transition,high_risk_transition,Attr49,Attr38,retained_earnings_to_assets,working_capital_to_assets,Attr25,Attr24,Attr35,Attr13,Attr30,Attr52,Attr29,Attr56,Attr55,Attr21,Attr41,Attr12,Attr58,cash_to_current_liabilities,Attr57,Attr63,Attr47,Attr54,Attr15
10081,risky_upgrade,1,0,BB,BBB,BB→BBB,0,0.165,0.3137,0.025155,-0.59496,0.30997,0.025155,0.033784,0.26997,4.20196500000005,3.241538000000006,4.0719,-0.18699,-7021.1,0.65993,0.47831,0.038462,1.187,-1436.0,0.081151,0.293002,0.0,0.3334,6562.9
10082,risky_upgrade,1,1,B,BB,B→BB,1,-0.0082622,0.30238,0.012169,-0.24041,0.29126,0.0071506,0.037949,0.032144,0.37381,0.38056,4.2294,0.031373,-4077.0,0.91143,0.25412,0.010272,0.96863,-85.897,0.04178,2.7128,36.125,0.55557,4252.7
10083,risky_upgrade,1,3,BBB,A,BBB→A,0,-0.23036,0.5487,0.0,-0.21392,0.39484,1.3134,-0.19722,-0.04741,0.44614,0.29306,3.9694,-0.15178,-1993.6,0.49294,-0.61293,-0.44435,1.1746,-90.584,-0.40602,2.9614,31.276,0.70788,-3551.3
10084,risky_upgrade,1,1,B,BB,B→BB,1,-0.00024585,0.31164,0.0,0.15514,0.30241,0.22232,-0.0061055,0.019833,0.19538,0.19104,3.7478,-0.0017927,868.0,1.0452,0.24055,0.031024,0.97663,-51.863,0.067658,5.1392,65.987,1.8788,3631.9
10085,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.10321,-0.31096,0.026163,-0.82351,-0.31096,0.026163,-0.034479,0.095468,1.1635,1.0321,4.1137,-0.1325,-10700.0,1.3696,0.98578,0.02085,1.1325,-375.16,-0.084134,0.85555,105.49,-0.5468,4468.8
10086,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.014442,0.87519,0.0,0.87519,-0.098326,0.15498,-0.098326,-0.014442,-0.059599,0.018071,1.94594,-0.014442,44.95,1.9805,-0.04231,-0.78783,1.0144,42.676,-0.11235,54.551,0.0,1.3767,-463.3
10087,risky_upgrade,1,3,B,BB,B→BB,1,-0.024848,0.85794,0.0,0.22166,0.27662,-0.004105,-0.077665,-0.012852,0.049618,0.048171,2.8609,-0.027066,160.91,1.0212,-0.20923,-0.42742,1.0155,-0.57982,-0.070776,20.062,27.895,1.3483,-1415.7
10088,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.016147,-0.06422,-0.081677,-0.054751,-0.069706,0.024039,0.024198,0.020405,0.72453,0.80331,3.9597,0.018437,-499.0,1.0452,1.322,0.023177,0.98168,-27.624,-0.1864,1.2681,11.499,-3.5025279999999994,14474.0
10089,risky_upgrade,1,3,BB,BBB,BB→BBB,0,-0.29959,0.55255,-0.29029,0.42032,-0.017577,-0.16226,-0.13718,0.11456,1.1882,0.86946,3.244,-0.36423,737.25,1.0868,0.35058,-0.077162,1.0709,345.77,-0.062559,0.84073,0.0,4.1897,3789.6
10090,risky_upgrade,1,1,CCC,B,CCC→B,1,0.0066332,0.37767,0.0,-0.12152,0.36861,-0.067588,0.082094,0.014159,0.057007,0.056465,3.7453,0.0078727,-676.0,1.0452,0.09123,0.11685,0.98437,-7.7395,0.18181,17.757,2.7939,0.70741,1537.4
10091,risky_upgrade,1,1,CCC,B,CCC→B,1,0.0029872,-0.46737,-0.81171,-0.46737,-0.85125,0.63042,0.018186,-0.0081999,0.36162,0.36558,2.3189,0.0044987,-97.4,1.0851,1.9565,-0.026946,0.99542,-65.812,0.0846,2.7477,22.795,1.3767,-16200.0
10092,risky_upgrade,1,1,CCC,B,CCC→B,1,0.043032,0.29023,0.0,-0.25752,0.27154,-0.062623,-0.038215,-0.031612,0.42335,0.40163,4.4289,0.16565,-6914.0,0.69888,0.33116,-0.076439,0.78004,-91.569,-0.15439,2.418,37.489,0.50835,-4936.2
10093,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.071435,0.62542,-0.12025,0.38702,0.40546,-0.047665,-0.012179,-0.017405,0.24087,0.070135,3.6747,-0.012025,1829.8,1.0452,-1.1157,-0.65099,1.0396,101.48,-0.076212,13.692,35.405,1.1592,-7830.9
10094,risky_upgrade,1,3,BB,BBB,BB→BBB,0,-0.1235,0.86304,-0.052168,0.25845,0.86304,-0.045162,-0.046361,-0.030845,0.099079,0.15715,3.6466,-0.14422,1145.5,0.65487,-0.17988,-0.42357,1.1442,2.3473,-0.060447,5.5613,136.68,1.3593,-2127.8
10095,risky_upgrade,1,1,CCC,B,CCC→B,1,0.040122,0.034812,0.05828,0.19615,-0.016928,0.068763,0.088536,0.096903,0.41013,0.41889,4.0774,0.1076,2344.0,0.94444,0.12067,0.16024,0.8924,-134.67,-2.9482139999999997,2.6751,200.78,0.092899,1577.8
10096,risky_upgrade,1,1,B,BB,B→BB,1,-0.0052187,-0.065122,-0.54616,-0.047473,-0.56516,-0.019001,0.0013712,-0.0013714,0.29261,0.32081,3.009,0.00031027,-48.47,1.0452,3.2927,-0.018744,1.0007,-6.3105,0.070029,3.114,0.42765,-1.9156,-26372.28
10097,risky_upgrade,1,1,CCC,B,CCC→B,1,0.11194,0.0075393,-1.880592,-0.11894,-1.86106,0.56479,0.013021,0.055076,0.255,0.25904,3.5022,0.15502,-378.0,0.8719,0.08936,0.20945,0.76623,-61.124,-2.9482139999999997,3.8029,49.182,0.032841,1988.7
10098,risky_upgrade,1,1,CCC,B,CCC→B,1,0.0109695,0.80389,0.004696,-0.12579,0.80361,0.004696,-0.01282,0.068488,0.2175,3.241538000000006,4.6503,0.052943000000000004,-5622.2,1.0452,-0.59857,0.023959,0.95096,-2978.4999999999995,0.0058437,0.293002,1.9953,0.86459,10637.0
10099,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.043491,0.27755,-0.11917,-0.26774,0.25521,-0.11917,-0.11128,-0.010616,0.15017,0.14314,4.2604,-0.033468,-4876.8,0.85808,-0.57453,-0.18913,1.0335,-36.828,-0.46693,6.7597,14.497,0.43527,-5266.6
10100,risky_upgrade,1,1,BB,BBB,BB→BBB,0,-0.025086,0.42877,0.0038404,0.11326,0.36806,0.0089172,0.026238,0.057414,0.57327,0.49763,4.7228,-0.048013,5983.0,0.84458,0.25881,0.015724,1.048,-74.437,0.010434,1.9175,107.02,1.3416,3670.4
10102,risky_upgrade,1,1,CCC,B,CCC→B,1,0.013948,0.17755,0.0,0.0037286,0.014959,0.019433,0.05006,0.011297,0.44403,0.39589,3.1274,0.023492,5.0,1.2514,0.43524,0.0031188,0.97208,-50.221,-0.033971,2.5857,49.479,1.0206,14398.0
13468,risky_upgrade,1,1,CCC,B,CCC→B,1,0.022533,-0.3102,-1.0305,-0.27651,-0.81933,-0.819,0.071254,0.072658,0.27727,0.27068,3.1593,0.015421,-399.0,1.8948,0.12565,0.17146,0.95215,-36.042,-0.63279,3.7522,11.311,-3.5025279999999994,1447.9
13471,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.1092,-0.094527,0.0,-0.18344,-0.19114,-0.23604,-0.14833,-0.046319,0.76214,0.69588,3.8207,-0.10422,-1214.0,0.84642,-0.29721,-0.074868,1.0543,-155.08,0.81436,1.3014,110.34,-1.0433,-6097.0
13472,risky_upgrade,1,1,A,AA,A→AA,0,0.10018,0.64712,0.0029086,0.35341,0.39998,0.58765,0.13809,0.091682,0.30694,0.26725,3.9975,0.099746,3514.0,1.5965,0.10213,0.37841,0.91637,-49.101,0.17772,4.1274,89.328,2.0796,1222.0
13473,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.08619,0.14177,0.0,0.13289,0.10855,-0.056658,-0.033535,-0.055697,1.771,1.6667,3.1775,-0.0697,200.0,0.85998,-1.1169,-0.040488,1.0697,-524.64,-0.24497,0.56088,380.53370000000007,15.484,-11684.0
13474,risky_upgrade,1,3,CCC,B,CCC→B,1,0.0,0.5466,-0.12851,-0.10093,-0.27243,-0.31618,-0.14986,-0.22331,1.024,0.74764,4.0051,0.12795,-1021.2,0.96173,-0.17335,-0.3425,1.2353,-153.61,-0.42535,1.5338,107.73,0.80296,-1678.0
13476,risky_upgrade,1,2,B,BB,B→BB,1,0.023644,0.93524,-0.24463,0.84087,0.78386,0.76633,0.23386,0.043423,-0.04411,0.014425480000000001,2.5189,0.035517,277.73,2.7253499999999997,0.0079915,3.5138,0.96551,47.574,0.22188,57.91630000000018,0.0,9.9102,82.933
13477,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.0089484,0.51229,-0.049194,-0.34832,-0.074185,-0.14565,-0.023862,-0.040538,0.79843,0.40237,4.7468,0.10864,-19443.0,1.0555,-2.2021499999999996,-0.097567,0.87712,-122.61,-0.38613,2.4068,8.4344,0.57536,-7224.0
13478,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.8681929,-0.7113339999999999,-1.880592,-1.00064,-1.86106,-1.034518,-0.063407,-0.5750552000000001,4.20196500000005,3.241538000000006,3.7792,0.056239,-18412.0,0.31632000000000005,-2.2021499999999996,-0.065968,0.11664,-2978.4999999999995,0.09544,0.293002,6.2047,-2.7222,-5532.9
13481,risky_upgrade,1,1,CCC,B,CCC→B,1,0.018765,0.8427,0.0,0.016834,0.77375,0.083853,-0.14312,0.01187,0.11191,0.090485,3.1123,0.12303,21.8,1.0611,0.21239,0.11964,0.78842,-6.345,0.014582,10.079,10.006,1.018,3676.5
13482,risky_upgrade,1,3,BB,BBB,BB→BBB,0,-0.073747,0.61137,0.37975,0.2849,0.47371,0.1535,-0.045734,-0.02379,0.28534,0.26463,3.4495,-0.032486,802.0,0.48838,-1.2137,-0.20759,1.0348,-41.786,-0.13455,3.6599,107.54,1.8554,-4404.6
13483,risky_upgrade,1,1,CCC,B,CCC→B,1,0.34889,0.41076,-0.20744,-0.0016368,0.057399,0.19774,-0.15725,0.40551,0.92789,0.67032,3.9621,-0.21862,-15.0,0.88205,0.071585,0.44302,0.7598,-82.399,0.64556,1.2242,67.297,0.99292,843.06
13484,risky_upgrade,1,1,BBB,A,BBB→A,0,-0.0063475,0.37402,-0.0017297,-0.034429,0.28861,0.033688,0.038382,0.017805,0.45385,3.241538000000006,4.0843,0.9867157000000019,0.945,0.89041,0.32031,-0.021974,0.0475312,2879.174999999992,-0.042387,2.4461,380.53370000000007,0.91571,9303.6
13485,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.14417,0.39098,-0.28534,-0.41071,0.066977,-0.10692,-0.096432,-0.16603,1.0519,0.74746,3.9762,0.087434,-3887.8,0.66916,-0.24382,-0.18863,0.85781,-252.0,-0.24525,1.1361,34.081,0.43327,-2318.2
13486,risky_upgrade,1,3,CCC,B,CCC→B,1,0.0,0.64524,-0.016622,-0.09303,0.013931,0.019637,-0.016543,-0.076615,0.63072,0.53421,3.8544,0.22188,-665.27,0.73506,-0.77765,-0.18431,1.0577,-56.903,-0.14218,2.4057,17.521,0.87155,-3047.7
13487,risky_upgrade,1,1,B,BB,B→BB,1,-0.060806,0.53074,0.002399,0.078696,0.17937,0.036499,-0.025961,-0.0065231,0.57399,0.4473,4.3682,0.17923,1.1813,0.97967,1.0345,-0.099961,0.84126,-118.81,-0.10157,2.1632,142.42,1.0894,-26372.28
13488,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.22285,-0.7113339999999999,-1.880592,-1.00064,-1.86106,-0.96418,-0.47692,-0.096348,0.71503,0.5843,3.3222,-0.15963,-3490.1,0.78584,-0.28034,-0.23881,1.1941,-194.77,0.43087,1.4465,14.125,-1.9192,-2719.5
13489,risky_upgrade,1,0,CCC,B,CCC→B,1,0.18151,-0.7113339999999999,-1.880592,-1.00064,-1.6925,-1.034518,-0.5391808,0.11915,1.3374,0.89959,2.6675,-0.36414,-935.0,1.1816,0.19545,0.07804,0.86969,-303.63,-0.11669,0.81488,24.731,-2.4732,4100.3
13490,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.32716,0.55274,0.0,-0.30324,0.21865,-0.14628,-0.14897,-0.3375,1.3998,0.69364,4.2967,-0.3056,-6005.0,0.54414,-0.20773,-0.42919,1.2668,-235.91,-0.59745,1.1042,56.648,0.64143,-1515.0
13493,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.33266,0.59092,0.0,0.26575,-0.12781,-0.15271,-0.057489,-0.37699,0.88351,0.67399,4.081,0.4601,3202.0,0.65237,-0.091227,-0.41619,0.74669,-39.648,-0.28666,1.104,192.53,1.8057,-881.47
13494,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.074208,0.49122,-0.016789,0.55703,0.22212,-0.18268,-0.15384,-0.082443,0.22108,0.16307,2.72,-0.064542,292.3,0.90724,-0.11454,-0.48864,1.0853,3.6167,-0.46125,5.7175,74.926,18.843,-1037.0
13496,risky_upgrade,1,1,B,BB,B→BB,1,-0.12344,0.26192,-0.065988,-0.16907,-0.064323,-0.14288,-0.039731,0.16111,0.95654,0.50224,3.7094,-0.041143,-866.0,1.0035,0.1618,-0.00068217,0.96468,-163.65,0.0096932,1.9124,74.606,0.39365,2193.9
13497,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.12858,0.31967,0.0,0.29397,0.26639,0.33986,0.21228,0.13152,0.32451,0.45278,4.1229,0.23744,3901.0,1.1771,0.10736,0.33333,0.6904,-106.24,0.53913,2.5345,176.5,5.5273,1149.4
13498,risky_upgrade,1,1,CCC,B,CCC→B,1,0.017937,0.37277,0.0,-0.13689,-0.05799,-0.056763,0.034088,-0.041804,0.54605,0.37956,5.0334,0.10224,-14782.0,1.2083,1.0149,-0.11131,0.90064,-88.999,-0.28899,2.6626,49.609,0.62843,-4768.2
13499,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.8681929,-0.7113339999999999,-0.55896,-1.00064,-1.847,-1.034518,-0.22519,-0.5750552000000001,1.5426,1.3024,4.7004,-0.15892,-40775.49,1.1603,-0.06673,-0.60372,1.6584000000000014,-263.32,1.0818,0.66253,58.203,-2.0742,-691.67
13500,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.075038,0.30139,0.0,-0.021379,0.18877,-0.077724,-0.12362,-0.12007,0.76166,0.4606,4.5386,0.04075,-739.0,0.8873,-0.34015,-0.22651,0.91113,-112.6,-0.41585,1.8865,107.14,0.59234,-2327.8
13501,risky_upgrade,1,1,CCC,B,CCC→B,1,0.047115,0.58855,0.0,0.08928,0.4019,0.024882,0.022043,0.0060776,0.69773,0.627,3.8149,0.41702,583.0,0.99512,0.52127,0.010004,0.57621,-142.56,0.0076969,1.646,175.4,1.1479,37403.399999999994
13502,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.10107,0.89718,-0.082132,0.86384,0.32767,-0.20977,-0.13518,-0.094719,-0.34001,0.053225,3.3497,0.076898,1932.4,0.67685,-0.024814,-1.6117,0.91683,174.37,-0.14423,17.016,30.247,16.046,-289.92
13503,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.071728,0.27346,-0.095639,0.20101,-0.14341,-0.30045,-0.39789,-0.064878,0.11789,0.1113,2.5962,-0.064903,79.32,0.44142,-0.06786,-0.60439,1.0649,-37.36,-1.6058,8.4374,48.883,3.7744,-666.79
13505,risky_upgrade,1,1,B,BB,B→BB,1,0.024833,0.31296,0.0,0.29128,0.21732,0.45642,0.062913,0.021221,0.27013,0.24587,3.8326,0.11758,1981.0,0.86628,0.37626,0.087793,0.88239,0.15238,0.15887,4.1371,38.539,3.2158,4821.3
13506,risky_upgrade,1,1,CCC,B,CCC→B,1,0.022149,0.45136,-0.052162,0.024518,0.00085326,0.041112,-0.0082946,-0.00096934,0.33602,0.2039,5.0601,0.18125,2816.0,1.0009,0.51677,-0.0046264,0.80167,-38.51,-0.010728,4.7728,35.424,0.97809,-26372.28
13507,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.72817,-0.34665,-1.880592,-1.00064,-1.5892,-0.7595,-0.32575,-0.22944,1.9382,1.2728,3.0891,-0.46999,-1234.2,0.56628,-0.37957,-0.26406,1.5709,-500.74,1.0161,0.51959,62.799,-0.51642,-3090.9
13508,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.026905,0.26363,-0.29745,-0.0051891,-0.3563,-0.10339,-0.10378,-0.031235,0.16407,0.16225,4.639,0.88467,-226.0,0.65995,-0.20681,-0.18743,0.11886,-12.57,-0.52238,6.0004,11.993,0.97636,-1950.6
13509,risky_upgrade,1,1,CCC,B,CCC→B,1,0.0022487,0.28893,0.033023,-0.16884,0.21425,0.10207,0.080875,0.000581,0.14107,0.15385,3.148,0.27052,-237.39,1.1276,2.2784,0.00378,0.74508,-18.945,0.0093048,6.506,4.3188,0.63108,37403.399999999994
13510,risky_upgrade,1,3,BBB,A,BBB→A,0,-0.26544,0.65783,0.0,0.25852,0.064488,-0.046236,-0.084161,0.063301,0.45582,0.26933,4.2017,-0.12901,4113.0,0.98707,0.3963,-0.32668,1.0786,101.63,-0.12092,3.2887,36.537,1.2113,4101.7
13512,risky_upgrade,1,1,BBB,A,BBB→A,0,0.082753,0.73483,0.0,0.46087,0.69798,0.611,0.33832,0.094564,-0.016986,0.08303,3.1411,0.095706,637.84,1.0628,0.026417,1.1796,0.91076,39.41,0.33856,13.318,11.513,2.6866,289.81
13513,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.062789,0.40481,-0.24872,0.15712,0.16427,-0.35665,-0.45984,-0.040588,0.25992,0.21673,2.698,-0.20175,78.38,0.78404,-0.29041,-0.21898,1.0405,-60.975,-0.32196,3.8394,81.27,1.6343,-2342.2
13514,risky_upgrade,1,1,B,BB,B→BB,1,0.011003,0.20987,0.0,0.11871,0.19969,0.05531,0.057377,0.014343,0.354,0.3597,3.9216,0.0263,991.0,0.88844,0.44527,0.017956,0.98023,-85.155,0.045942,2.8551,105.75,1.7916,9216.2
13516,risky_upgrade,1,2,CCC,B,CCC→B,1,0.054761,0.92083,0.0,0.8898208000000005,0.33484,0.30009,0.13161,0.075047,-0.42289,0.04175,2.2321,0.064904,155.69,0.64054,0.017341,1.6625,0.9351,175.11,0.11576,25.614,0.0,67.47412000000033,189.88
13517,risky_upgrade,1,3,B,BB,B→BB,1,-0.10136,0.66502,0.0,0.023479,0.51393,-0.11471,-0.10487,0.067559,0.39708,0.24938,3.6211,-0.13009,98.12,0.75544,0.16582,-0.091803,1.0069,-54.121,-0.032883,3.5484,60.068,0.88761,2297.8
13519,risky_upgrade,1,2,BB,BBB,BB→BBB,0,0.037145,0.65774,0.22371,0.62415,0.59275,0.5592,0.17416,0.05318,0.070995,0.07584,3.4047,0.03713,1584.7,0.68742,0.06553,0.72826,0.94767,20.191,0.30705,13.694,30.0,19.668,501.2
13520,risky_upgrade,1,1,BBB,A,BBB→A,0,-0.013742,0.55696,0.0,0.24663,0.41003,0.1959,0.0404,0.046484,0.29947,0.26287,4.5306,0.025615,8368.9,0.94805,0.16884,0.030465,0.99794,-20.6,0.018528,3.8787,67.234,1.6063,2526.3
13521,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.060026,0.14215,-0.28207,-0.063747,-0.26605,-0.28766,-0.041625,-0.034856,1.6201,1.4792,5.624,-0.090427,-26819.0,0.74858,3.1619,-0.044527,1.2635,-207.79,0.37632,0.57696,74.07,0.53458,-24448.0
13523,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.54307,0.84272,-1.880592,0.4401,-1.86106,-0.46279,-0.34153,-0.5750552000000001,0.33404,0.24492,4.5537,0.24818,15748.0,1.4819,-0.037893,-2.09503,1.6521,85.383,-1.2598,4.3479,133.35,2.0931,-164.23
13524,risky_upgrade,1,1,CCC,B,CCC→B,1,0.034626,0.61448,0.084659,0.11607,0.29843,0.40504,-0.0089076,0.0021241,0.86805,1.3216,5.242,0.51962,20263.0,2.1639,0.83564,0.0031486,0.669,-48.451,0.0026404,1.4823,118.71,1.1378,37403.399999999994
13525,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.32644,0.1398,-0.40989,0.1398,-0.7198,-0.55361,-0.32152,-0.26096,0.061781,0.60475,1.94594,-0.29205,9.27,0.9244,-0.099912,-0.37605,1.2936,36.262,-2.3139,1.2798,0.0,1.3767,-1092.9
13527,risky_upgrade,1,1,CCC,B,CCC→B,1,0.014481,0.60964,-0.31687,0.56408,-0.25309,0.092134,-0.12095,0.0017385,0.19038,0.16705,3.5317,0.095484,1919.0,1.362,0.45081,0.0096007,0.84426,43.619,0.0056798,5.5224,49.596,8.0975,37403.399999999994
13528,risky_upgrade,1,1,B,BB,B→BB,1,0.0148,0.37614,0.0,0.1128,0.22288,0.91239,0.01361,0.053716,2.1781,0.62892,5.0425,0.2665,12438.0,0.69053,1.0156,0.050123,0.76391,72.579,0.013068,2.1516,57.755,0.49769,15660.0
13529,risky_upgrade,1,1,B,BB,B→BB,1,0.010085,0.30627,-0.27652,0.094676,-0.20927,0.11641,0.14865,0.039346,0.21755,0.24788,2.4972,0.050435,29.75,1.0705,0.21143,0.10542,0.97477,10.041,0.25083,4.2485,2.042,1.4472,2303.7
13531,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.014623,0.39761,0.077811,0.070313,0.31649,0.82612,-0.037478,-0.0091921,0.25707,0.16803,3.7793,0.12254,423.0,0.80861,-0.82502,-0.052927,0.86726,-11.915,-0.038478,5.7579,26.188,0.62065,-14372.0
13533,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.11992,0.17895,-0.31374,0.041033,-0.40786,-0.16847,-0.081669,-0.036897,0.7053,0.67167,2.8336,-0.073994,27.97,0.7638,-1.0722,-0.11824,1.0703,-98.097,-0.52607,1.3863,78.183,1.0994,-7358.9
13534,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.26315,0.35564,0.0,-0.033021,-0.035565,-0.48945,-0.2296,-0.40468,0.59133,0.38225,4.6476,-0.014577,-1467.0,0.68161,-0.077626,-0.83587,1.0545,-81.535,-1.2845,2.0655,72.99,0.69574,-552.74
13535,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.8681929,-0.12972,-0.59782,-0.98127,-0.16471,-0.74234,-0.36506,-0.5750552000000001,4.1427,1.7237,3.8317,-0.6627794,-6660.9,0.31632000000000005,-0.13651,-0.41128,1.6584000000000014,-693.93,2.8106089999999995,0.293002,49.169,-0.14707,-1221.5
13536,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.71529,0.07,-0.055292,-0.094916,-0.098234,-0.23021,-0.20491,-0.36049,2.6051,1.1118,3.6013,-0.51189,-379.0,0.49245,-0.29247,-0.33892,1.4639,-433.6,2.8106089999999995,0.59494,64.328,0.16588,-2637.7
13537,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.063922,0.22283,0.0,-0.05618,0.19474,-0.14467,-0.14127,-0.044605,0.30928,0.29107,3.2504,-0.056278,-100.0,0.94292,-0.25601,-0.18181,1.0506,-50.295,-0.63397,3.2249,40.674,0.79805,-2537.4
13538,risky_upgrade,1,1,B,BB,B→BB,1,0.0071632,0.24871,0.056112,-0.23498,0.10525,0.1551,0.080093,0.016352,0.20017,0.1858,4.5089,0.019769,-7584.0,1.2644,0.28551,0.04182,0.98386,-45.772,0.1644,5.3948,24.453,0.51416,4658.1
13539,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.0047145,0.29592,0.0087149,-0.11506,0.12099,0.015837,0.029252,0.02091,0.31354,0.25369,5.0197,0.0058893,-12038.0,0.78223,0.40254,0.022556,0.99411,-57.315,0.072031,3.9652,38.368,0.7166,5499.0
13540,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.41498,0.44309,0.38988,-0.44437,0.34296,-0.075857,-0.075216,-0.41852,3.0473,2.1715,2.6984,-0.41498,-221.9,1.0452,-0.24681,-0.13621,1.415,-624.57,-0.18955,0.32546,0.0,0.49928,-2679.7
13541,risky_upgrade,1,1,B,BB,B→BB,1,-7.6104e-05,0.74111,0.067572,0.1824,0.30329,-0.041881,-0.0034407,-0.02139,0.36678,0.20753,4.9269,0.039414,15413.0,1.0452,-2.2021499999999996,-0.10245,0.95764,-27.262,-0.035253,4.7898,82.216,1.3064,-6464.2
13542,risky_upgrade,1,1,BBB,A,BBB→A,0,0.038943,0.75053,-0.0069618,-0.040546,0.63556,-0.008546,0.043168,0.011913,0.50957,0.36371,4.9189,0.015735,-3363.8,1.1436,0.19711,-0.035067,0.98426,-55.196,-0.010954,2.7934,30.458,0.94188,16142.0
13543,risky_upgrade,1,1,B,BB,B→BB,1,0.065447,0.57819,0.0,0.57789,0.54934,0.23622,0.27853,0.070101,0.11736,0.1165,3.2388,0.0786,1001.5,1.0452,0.054787,0.61419,0.93027,61.752,0.32213,9.2195,1.5152,15.375,619.7
13544,risky_upgrade,1,3,BB,BBB,BB→BBB,0,-0.10958,0.61567,-0.099187,0.13889,0.41315,-0.11958,-0.15622,-0.037424,0.3043,0.18911,3.8144,-0.083265,906.0,1.7159,-0.18056,-0.31113,1.0833,1.1968,-0.24007,4.8815,23.761,1.2913,-3050.7
13547,risky_upgrade,1,1,B,BB,B→BB,1,0.2965,0.82279,0.015206,0.078694,0.013588,-0.0011464,0.065309,0.025672,0.30993,1.3323,2.4722,0.32931,23.34,0.75594,0.082254,-0.0079909,0.67069,-136.92,-0.001967,1.1191,337.24,1.1058,12705.0
13548,risky_upgrade,1,1,B,BB,B→BB,1,-0.025478,0.38261,0.048852,-0.1049,0.29257,0.063019,0.041378,0.067484,0.24245,0.22291,4.2702,0.012348,-1954.1,1.0313,0.14341,0.11518,0.98765,-50.046,0.16698,4.5423,32.694,0.68598,1386.7
13549,risky_upgrade,1,1,B,BB,B→BB,1,-0.030415,0.8921,0.0,0.52941,0.76693,-0.01007,-0.028022,0.022877,-0.11056,0.045322,2.7428,-0.012308,292.83,1.0452,0.083569,-0.093331,1.0036,75.22,-0.011721,21.783,5.322,2.4596,956.31
13550,risky_upgrade,1,1,B,BB,B→BB,1,0.062441,0.23409,0.1852,0.04539,0.23409,0.22815,0.22511,0.07981,0.22844,0.24103,3.7976,0.013479,284.84,0.85331,0.099134,0.30113,0.98652,-51.461,0.79115,4.2056,56.889,1.1885,1087.5
13553,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.15378,0.30363,-0.19246,-0.1854,0.2986,-0.19246,-0.16306,-0.095614,0.45099,0.41333,4.8675,-0.098527,-13665.0,1.2859,-0.20062,-0.29734,1.0985,-131.15,-0.64454,2.2024,72.633,0.56423,-1746.8
13554,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.32914,0.93803,0.0,0.8898208000000005,0.54877,0.13749,-0.1508,-0.29703,-0.59915,0.10175,2.1087,0.9867157000000019,120.49,0.43993,-0.013698,-2.09503,0.0475312,554.47,-0.15902,7.3932,0.0,1.3767,-166.21
13555,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.26985,0.10611,-0.19898,-0.26977,-1.056,-0.97994,-0.5391808,-0.25359,0.28203,0.20708,2.2965,-0.25046,-53.39,0.64331,-0.040968,-1.0542,1.2498,-60.43,-2.9482139999999997,3.8618,34.262,0.23336,-408.76
13557,risky_upgrade,1,1,CCC,B,CCC→B,1,0.002594,0.14511,-0.29469,-0.066144,-0.24416,0.0077413,0.029946,0.015562,0.37896,0.39107,3.3098,0.01349,-135.0,1.0452,0.48123,0.0090544,0.98267,-64.193,0.041971,2.5914,49.926,0.68762,9051.1
13558,risky_upgrade,1,1,B,BB,B→BB,1,-0.081325,0.41903,0.0,-0.059484,0.0062123,0.0051419,0.015508,0.14498,1.0018,0.99243,3.7807,0.027406,-358.97,1.0452,0.17969,0.0089887,0.99153,-339.49,0.0078616,0.98924,259.43,0.85964,2584.8
