,group,is_risky,cluster,from_grade,to_grade,transition,high_risk_transition,working_capital_to_assets,Attr49,Attr38,retained_earnings_to_assets,Attr25,net_profit_to_assets,Attr13,Attr24,Attr35,Attr30,Attr52,Attr55,Attr41,Attr56,Attr29,Attr12,Attr57,Attr63,Attr21,Attr58,Attr15,cash_to_current_liabilities
9934,risky_upgrade,1,2,CCC,B,CCC→B,1,0.046678,-0.79338,0.94055,-0.1463,0.7657,-0.063118,-0.44958,-0.032543,-0.096096,1.6604,0.25788,242.49,-0.078175,-0.6627794,3.7156,-1.0633,-0.081163,2.1992,0.77991,1.3771,-1381.5,-19.979
9935,risky_upgrade,1,2,CCC,B,CCC→B,1,0.17854,-0.25038,0.56577,0.0,0.54943,-0.29215,-0.24965,-0.26956,-0.36438,0.32254,0.066516,178.05,-0.049401,0.17159,2.9988,-2.09503,-0.51638,11.2,1.4743,0.78637,-542.51,-2.1142
9938,risky_upgrade,1,2,CCC,B,CCC→B,1,0.63305,-0.59534,0.92799,0.0,0.83115,-0.3755,-0.3968,-0.44529,-0.36527,-0.4274,0.046908,490.26,-0.006574,-0.45456,2.889,-2.09503,-0.40464,13.969,0.79827,1.5272,-82.429,148.33
9940,risky_upgrade,1,1,CCC,B,CCC→B,1,0.14629,-0.0023045,0.15529,0.0,0.12678,0.0,0.00015363,0.036009,0.010503,0.085574,0.17262,195.0,-2.2021499999999996,0.0021509,3.1248,0.0,0.0,5.7806,0.65708,1.0,37403.399999999994,8.7764
9941,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-0.50778,-0.52866,0.0,-0.52866,-0.5767976,-0.51283,-1.034518,-0.5391808,0.5471,0.2903,-45.68,-0.034491,-0.52541,1.94594,-1.1403,2.8106089999999995,2.2234,0.82774,1.4874,-373.96,-88.312
9943,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.095754,-0.017016,0.44828,0.0,0.3546,0.01526,0.039857,0.01526,-0.036204,0.37548,0.31142,633.42,0.29789,-0.023084,3.8205,0.030151,0.038733,3.0988,1.0452,1.0459,3538.6,-38.662
9944,risky_upgrade,1,1,B,BB,B→BB,1,-0.086858,0.012667,0.42644,0.02322,0.22356,0.02322,0.061151,0.03046,0.06027,0.62653,0.48818,-3074.0,0.24184,0.051243,4.5489,0.053507,0.10386,2.1591,1.0022,0.94876,3749.8,-112.25
9945,risky_upgrade,1,2,CCC,B,CCC→B,1,0.009977,-0.83869,0.9843212,-0.0037404,-0.0094717,-0.0057312,-0.5750552000000001,-0.019407,-0.0508,4.20196500000005,0.020593,26.06,-2.2021499999999996,-0.6627794,3.417,-2.09503,-0.59264,4.7927,0.49695,1.0902,-26372.28,54.116
9947,risky_upgrade,1,2,B,BB,B→BB,1,0.20028,-0.21096,0.5444,-0.19695,0.21641,-0.19695,-0.085519,-0.17078,-0.15599,0.63023,0.34182,59943.0,-0.28907,0.015863,5.4761,-0.46061,-0.91008,2.9727,1.0389,0.98414,-2705.9,11.291
9949,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.88172,-0.8681929,-0.098465,-0.91003,-1.0451,-0.13515,-0.28767,-0.13515,-0.17516,4.1502,2.5118,-14014.0,-0.32642,-0.6627794,4.2012,-0.12389,1.3725,0.293002,1.0452,1.3805,-5736.2,-942.5
9950,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.30846,-0.23166,-0.15473,0.11828,-0.26653,-0.35061,-0.1894,-0.37258,0.047723,0.737,0.54431,-5518.0,-0.19451,0.030903,4.2526,-0.36527,2.2659,1.5145,1.0452,1.1065,-1440.5,-139.58
9951,risky_upgrade,1,1,CCC,B,CCC→B,1,0.60361,0.3816567000000009,0.85525,0.0,0.5615,0.464,0.63733,0.5865,0.00082,-0.35272,0.030512,2414.4,0.0084408,0.11845,3.6021,9.399790000000033,0.54253,27.352,1.0452,0.589,90.024,178.92
9952,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.17491,0.016317,0.42847,0.010989,0.24056,0.0057,0.015779,0.0076005,0.005424,1.5115,1.1629,-6282.0,3.1398,0.011214,4.5553,0.013631,0.021954,0.86388,1.0452,0.97643,35553.0,-256.6
9953,risky_upgrade,1,1,BBB,A,BBB→A,0,0.0088443,-0.051658,0.75413,0.0,0.44575,0.05395,0.0792,0.021333,-0.086969,0.19444,0.10979,30.0,0.12489,-0.040559,3.5305,0.23022,0.095711,8.7506,1.3938,0.95595,934.6,-20.771
9954,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.0073832,0.0061156,0.23701,0.0,0.23386,0.0049886,0.012967,0.18144,-0.015264,1.374,0.43843,-129.0,3.4124,-0.028099,4.2423,0.020312,0.021048,2.2144,0.73199,0.98969,37403.399999999994,-69.983
9956,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.1552,-0.0015582,-0.16007,0.0020105,-0.16007,0.0020105,0.0052588,0.023026,0.01093,0.1066,0.11094,-653.04,0.90597,0.021262,3.6241,0.023111,-0.01256,9.2094,1.0452,0.97874,7536.7,-33.855
9957,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.60895,-0.26725,-0.040111,-0.14602,-0.16092,-0.14602,-0.078165,-0.14668,-0.125,1.2575,1.1516,-16305.0,-0.95877,-0.14792,4.4277,-0.14108,0.90743,0.75648,0.57315,1.1479,-6890.1,-338.07
9958,risky_upgrade,1,1,B,BB,B→BB,1,0.0042024,0.0,0.26969,-0.085864,0.22059,0.027487,0.0235,0.073562,0.059186,0.60128,0.71092,650.88,0.45413,0.19004,5.19,0.040812,0.10475,1.7367,1.0551,0.97323,9794.6,-65.795
9960,risky_upgrade,1,1,B,BB,B→BB,1,0.1836,0.034013,0.58152,-0.00013627,0.53196,0.086261,0.048249,0.1156,-0.020956,0.030559,0.14207,741.0,0.097282,-0.0073377,3.606,0.27854,0.14834,6.9158,1.0452,0.96038,1103.0,3.4684
9962,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.10229,0.00081911,0.47209,0.037159,0.18231,0.037159,0.025585,0.046337,0.075667,0.16232,0.10493,-1134.0,0.17112,0.01371,4.0448,0.0969,0.20383,9.6625,1.0148,0.98629,2371.1,-17.198
9963,risky_upgrade,1,1,B,BB,B→BB,1,0.3979,0.020123,0.69287,0.0,0.034495,0.047195,0.045308,0.28616,0.036433,0.12963,0.11704,27915.0,0.32149,0.074771,4.8461,0.39214,0.068115,8.6551,0.8514,0.90581,1563.5,56.016
9964,risky_upgrade,1,1,B,BB,B→BB,1,-0.010266,-0.017237,0.43973,0.0058099,0.41346,0.0058099,0.042771,0.0082538,0.035333,0.28114,0.27115,-113.0,0.1585,0.014264,4.0417,0.01809,0.014052,3.7413,1.0854,0.98574,2412.3,-85.338
9965,risky_upgrade,1,2,CCC,B,CCC→B,1,0.047747,-0.066454,0.28716,-0.12952,-0.13389,-0.031555,-0.015503,-0.051123,-0.021971,0.95172,0.98232,567.0,-2.2021499999999996,-0.031356,4.0746,-0.044233,-0.10989,0.97956,1.5584,1.0366,-24035.0,-114.42
9966,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-0.064443,-0.7113339999999999,-0.25161,-1.3265,-0.11552,-0.043494,-0.22629,0.023336,2.1102,2.1608,-40775.49,0.57627,0.018276,4.855,-0.064218,0.087085,0.4714,0.93304,0.98172,-17802.0,-771.67
9969,risky_upgrade,1,2,CCC,B,CCC→B,1,0.082812,-0.01324,0.094218,0.0,-0.10244,-0.14488,-0.048377,-0.14488,-0.0077089,0.31212,0.31058,42.11,-1.1037,-0.0027285,2.7063,-0.15995,-1.5377,3.1829,1.0452,1.0114,-2370.5,-92.563
9970,risky_upgrade,1,1,B,BB,B→BB,1,-0.24041,-0.0082622,0.30238,0.012169,0.29126,0.012169,0.032144,0.0071506,0.037949,0.37381,0.38056,-4077.0,0.25412,0.031373,4.2294,0.010272,0.04178,2.7128,0.91143,0.96863,4252.7,-85.897
9972,risky_upgrade,1,1,CCC,B,CCC→B,1,0.87519,-0.014442,0.87519,0.0,-0.098326,-0.098326,-0.014442,0.15498,-0.098326,-0.059599,0.018071,44.95,-0.04231,-0.014442,1.94594,-0.78783,-0.11235,54.551,1.9805,1.0144,-463.3,42.676
9973,risky_upgrade,1,1,B,BB,B→BB,1,-0.049051,0.010555,0.4357,0.0,0.13635,0.0036034,0.052434,0.018433,0.02662,0.85181,0.53229,-1031.0,0.32557,0.03031,4.3226,0.018599,0.020487,1.9306,1.2561,0.94317,6537.6,-111.35
9974,risky_upgrade,1,1,CCC,B,CCC→B,1,0.22166,-0.024848,0.85794,0.0,0.27662,-0.060721,-0.012852,-0.004105,-0.077665,0.049618,0.048171,160.91,-0.20923,-0.027066,2.8609,-0.42742,-0.070776,20.062,1.0212,1.0155,-1415.7,-0.57982
9975,risky_upgrade,1,2,BB,BBB,BB→BBB,0,0.42032,-0.29959,0.55255,-0.29029,-0.017577,-0.034567,0.11456,-0.16226,-0.13718,1.1882,0.86946,737.25,0.35058,-0.36423,3.244,-0.077162,-0.062559,0.84073,1.0868,1.0709,3789.6,345.77
9976,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.12152,0.0066332,0.37767,0.0,0.36861,0.068664,0.014159,-0.067588,0.082094,0.057007,0.056465,-676.0,0.09123,0.0078727,3.7453,0.11685,0.18181,17.757,1.0452,0.98437,1537.4,-7.7395
9977,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.46737,0.0029872,-0.46737,-0.81171,-0.85125,-0.039539,-0.0081999,0.63042,0.018186,0.36162,0.36558,-97.4,1.9565,0.0044987,2.3189,-0.026946,0.0846,2.7477,1.0851,0.99542,-16200.0,-65.812
9978,risky_upgrade,1,1,CCC,B,CCC→B,1,0.31119,0.018534,0.32993,0.0,0.31116,0.0094294,0.0046764,0.29255,-0.19534,0.31114,0.29063,829.0,0.58528,0.080219,3.4255,0.01437,0.02858,3.0728,0.53738,0.82989,25401.0,-77.772
9979,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.25752,0.043032,0.29023,0.0,0.27154,-0.044808,-0.031612,-0.062623,-0.038215,0.42335,0.40163,-6914.0,0.33116,0.16565,4.4289,-0.076439,-0.15439,2.418,0.69888,0.78004,-4936.2,-91.569
9980,risky_upgrade,1,2,CCC,B,CCC→B,1,0.38702,-0.071435,0.62542,-0.12025,0.40546,-0.047665,-0.017405,-0.047665,-0.012179,0.24087,0.070135,1829.8,-1.1157,-0.012025,3.6747,-0.65099,-0.076212,13.692,1.0452,1.0396,-7830.9,101.48
9981,risky_upgrade,1,2,BBB,A,BBB→A,0,0.25845,-0.1235,0.86304,-0.052168,0.86304,-0.052168,-0.030845,-0.045162,-0.046361,0.099079,0.15715,1145.5,-0.17988,-0.14422,3.6466,-0.42357,-0.060447,5.5613,0.65487,1.1442,-2127.8,2.3473
9982,risky_upgrade,1,1,CCC,B,CCC→B,1,0.19615,0.040122,0.034812,0.05828,-0.016928,0.05828,0.096903,0.068763,0.088536,0.41013,0.41889,2344.0,0.12067,0.1076,4.0774,0.16024,-2.9482139999999997,2.6751,0.94444,0.8924,1577.8,-134.67
9983,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.11894,0.11194,0.0075393,-1.880592,-1.86106,0.18078,0.055076,0.56479,0.013021,0.255,0.25904,-378.0,0.08936,0.15502,3.5022,0.20945,-2.9482139999999997,3.8029,0.8719,0.76623,1988.7,-61.124
9984,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.12579,0.0109695,0.80389,0.004696,0.80361,0.004696,0.068488,0.004696,-0.01282,0.2175,3.241538000000006,-5622.2,-0.59857,0.052943000000000004,4.6503,0.023959,0.0058437,0.293002,1.0452,0.95096,10637.0,-2978.4999999999995
9985,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.050157,-0.018183,0.69174,0.0,0.058954,-0.019241,0.0084479,0.88119,0.026839,0.44179,0.12536,4029.1,0.59682,0.017165,4.9049,-0.10375,-0.063883,7.9051,0.83444,1.0257,19309.0,-12.669
9987,risky_upgrade,1,1,B,BB,B→BB,1,-0.18814,0.0080355,0.38606,0.0,0.04884,0.062089,0.042352,0.079827,0.14812,0.23785,0.1693,-4118.0,0.15063,0.046701,4.3402,0.11847,0.2681,6.0537,0.97968,0.96936,2087.4,-39.505
9988,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.22386,-0.010937,0.47675,0.002861,0.35917,0.002861,0.018378,0.002861,0.026943,0.1408,0.11701,-4321.5,0.19542,0.011834,4.2857,0.0061782,0.0079656,8.6489,0.98388,0.98817,2879.3,-31.866
9990,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.34201,-0.088512,0.2911,-0.21912,-0.27583,-0.1359,-0.11988,-0.13186,-0.11117,0.75607,0.49816,-4233.0,-0.28744,0.14412,4.0926,-0.20616,-0.84693,1.7198,1.0452,0.85427,-2324.0,-145.31
9991,risky_upgrade,1,1,CCC,B,CCC→B,1,0.0037286,0.013948,0.17755,0.0,0.014959,-0.0017748,0.011297,0.019433,0.05006,0.44403,0.39589,5.0,0.43524,0.023492,3.1274,0.0031188,-0.033971,2.5857,1.2514,0.97208,14398.0,-50.221
13303,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.27651,0.022533,-0.3102,-1.0305,-0.81933,0.2115,0.072658,-0.819,0.071254,0.27727,0.27068,-399.0,0.12565,0.015421,3.1593,0.17146,-0.63279,3.7522,1.8948,0.95215,1447.9,-36.042
13304,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.24351,-0.16198,0.0038934,0.0,0.00019245,-0.12959,-0.1495,-0.10207,-0.10263,1.1116,0.91068,-328.98,-0.23654,0.011102,3.1307,-0.1395,-2.9482139999999997,0.93307,1.1852,1.0194,-2806.2,-267.82
13305,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.21814,0.03088,0.35854,-0.063053,0.0014403,0.064481,0.037967,0.032508,0.09443,0.26617,0.28691,183.26,0.20628,0.040659,2.9243,0.11262,0.17984,3.6331,0.94458,0.96085,2666.3,-84.145
13306,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.18344,-0.1092,-0.094527,0.0,-0.19114,-0.081825,-0.046319,-0.23604,-0.14833,0.76214,0.69588,-1214.0,-0.29721,-0.10422,3.8207,-0.074868,0.81436,1.3014,0.84642,1.0543,-6097.0,-155.08
13307,risky_upgrade,1,1,A,AA,A→AA,0,0.35341,0.10018,0.64712,0.0029086,0.39998,0.10218,0.091682,0.58765,0.13809,0.30694,0.26725,3514.0,0.10213,0.099746,3.9975,0.37841,0.17772,4.1274,1.5965,0.91637,1222.0,-49.101
13310,risky_upgrade,1,2,CCC,B,CCC→B,1,0.555,-0.025401,0.40774,0.10229,-0.38573,-0.48802,-0.1413,-0.2455,-0.5391808,0.36816,0.090125,833.05,-0.51749,-0.42193,3.1764,-1.1033,1.3848,7.8033,0.83242,1.0176,-1012.1,38.517
13311,risky_upgrade,1,1,B,BB,B→BB,1,0.11922,0.067256,0.55411,0.0,0.077761,0.0036002,0.033426,0.036028,0.030289,0.92022,0.3372,4110.1,0.24638,0.033561,4.5375,0.014258,0.021471,3.0543,0.88193,0.99564,10070.0,-11.639
13312,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.63473,0.063962,0.66116,-0.097162,0.0078995,0.10506,0.068801,0.1995,0.18065,0.13071,0.16071,1894.7,0.068467,0.080362,3.4749,0.4252,0.1589,6.6344,1.2056,0.9364,799.64,-18.157
13313,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.36708,0.018147,0.38459,0.0,0.29292,0.039884,0.028091,0.14887,0.036021,0.034155,0.24722,423.83,0.28543,0.014951,3.0624,0.085698,0.11862,4.0659,1.9393,0.97934,3579.9,46.649
13314,risky_upgrade,1,1,B,BB,B→BB,1,0.84087,0.023644,0.93524,-0.24463,0.78386,0.20751,0.043423,0.76633,0.23386,-0.04411,0.014425480000000001,277.73,0.0079915,0.035517,2.5189,3.5138,0.22188,57.91630000000018,2.7253499999999997,0.96551,82.933,47.574
13317,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-0.8681929,-0.7113339999999999,-1.880592,-1.86106,-0.21367,-0.5750552000000001,-1.034518,-0.063407,4.20196500000005,3.241538000000006,-18412.0,-2.2021499999999996,0.056239,3.7792,-0.065968,0.09544,0.293002,0.31632000000000005,0.11664,-5532.9,-2978.4999999999995
13318,risky_upgrade,1,1,CCC,B,CCC→B,1,0.038968,-0.11987,0.93205,0.096948,0.07798,-0.050616,-0.12751,-0.26484,0.062447,0.166,0.15257,104.94,-0.04757,0.9867157000000019,3.4302,-0.74539,-0.054307,5.8457,2.1845,0.27974,-489.67,25.89
13319,risky_upgrade,1,2,CCC,B,CCC→B,1,0.2452,-0.035872,0.52118,-0.02268,0.015809,-0.20985,-0.28305,-0.26203,0.0071863,0.79835,0.4859,27299.0,-2.2021499999999996,0.008453,5.0466,-0.61232,-0.73735,2.0756,0.73481,1.0177,-1085.2,-9.1995
13320,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.22011,-0.20506,0.19841,0.0,0.052532,-0.14927,-0.1252,-0.16003,-0.14433,0.90332,0.63083,0.69561,-0.42476,-0.1487,4.7716,-0.25499,-2.2546,1.3422,0.41233,1.18,-2804.8,-148.82
13321,risky_upgrade,1,1,CCC,B,CCC→B,1,0.016834,0.018765,0.8427,0.0,0.77375,0.011846,0.01187,0.083853,-0.14312,0.11191,0.090485,21.8,0.21239,0.12303,3.1123,0.11964,0.014582,10.079,1.0611,0.78842,3676.5,-6.345
13322,risky_upgrade,1,2,B,BB,B→BB,1,0.2849,-0.073747,0.61137,0.37975,0.47371,-0.080014,-0.02379,0.1535,-0.045734,0.28534,0.26463,802.0,-1.2137,-0.032486,3.4495,-0.20759,-0.13455,3.6599,0.48838,1.0348,-4404.6,-41.786
13323,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.13256,0.055682,0.24896,-0.030261,0.077254,0.099444,0.069031,0.21546,0.13613,0.36513,0.39179,894.0,0.17217,0.066301,3.8289,0.16801,0.39943,2.7337,1.3757,0.93197,1934.2,-92.788
13324,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.0016368,0.34889,0.41076,-0.20744,0.057399,0.21028,0.40551,0.19774,-0.15725,0.92789,0.67032,-15.0,0.071585,-0.21862,3.9621,0.44302,0.64556,1.2242,0.88205,0.7598,843.06,-82.399
13326,risky_upgrade,1,1,B,BB,B→BB,1,-0.24078,-0.24347,0.66975,0.22128,0.24689,0.0,-0.043567,0.47038,-0.023031,2.4119,2.3616,-40775.49,1.3255,0.52788,5.5873,-0.17092,0.0,0.8737,2.674,0.5889,-20207.0,-1025.2
13327,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-0.22285,-0.7113339999999999,-1.880592,-1.86106,-0.49325,-0.096348,-0.96418,-0.47692,0.71503,0.5843,-3490.1,-0.28034,-0.15963,3.3222,-0.23881,0.43087,1.4465,0.78584,1.1941,-2719.5,-194.77
13330,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.20637,0.096434,0.16472,-1.0379,-0.83516,0.1308,0.084079,-0.53819,-0.052909,0.5157,0.33805,-1775.0,0.17971,0.19253,3.9345,0.23332,1.3773,2.775,1.558,0.72471,2257.0,-78.737
13331,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.24345,-0.11004,0.19887,0.003802,-0.029378,-0.33117,-0.4582,0.39264,-0.07798,1.2626,1.1811,-29612.0,-0.38966,0.21287,5.085,-0.47461,2.8106089999999995,1.0358,0.91135,1.1667,-1024.7,-316.97
13334,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.48471,-0.44887,-0.16116,-0.27503,-0.41771,-0.51522,-0.39543,-0.75082,-0.51956,0.96333,0.67863,-6244.0,-0.088229,-0.43843,4.11,-0.44538,2.8106089999999995,1.0244,2.7253499999999997,1.3924,-904.49,-196.05
13335,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.29397,0.12858,0.31967,0.0,0.26639,0.17234,0.13152,0.33986,0.21228,0.32451,0.45278,3901.0,0.10736,0.23744,4.1229,0.33333,0.53913,2.5345,1.1771,0.6904,1149.4,-106.24
13336,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.13689,0.017937,0.37277,0.0,-0.05799,-0.060518,-0.041804,-0.056763,0.034088,0.54605,0.37956,-14782.0,1.0149,0.10224,5.0334,-0.11131,-0.28899,2.6626,1.2083,0.90064,-4768.2,-88.999
13337,risky_upgrade,1,2,CCC,B,CCC→B,1,0.20101,-0.071728,0.27346,-0.095639,-0.14341,-0.43912,-0.064878,-0.30045,-0.39789,0.11789,0.1113,79.32,-0.06786,-0.064903,2.5962,-0.60439,-1.6058,8.4374,0.44142,1.0649,-666.79,-37.36
13338,risky_upgrade,1,2,CCC,B,CCC→B,1,0.11388,-0.8681929,0.5657,0.0,-0.065269,-0.5767976,-0.5750552000000001,0.38898,-0.32626,0.64089,0.33661,2905.0,-0.029199,-0.14105,4.4067,-1.7323,-1.0624,1.8856,0.58238,1.6165,-303.89,-81.042
13340,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.15465,-0.12938,-0.17839,0.0,-0.21307,-0.2872,-0.14473,-0.27882,-0.15699,0.60107,0.44603,-223.0,-0.155,0.1381,3.159,-0.28383,1.6099,1.9611,1.2131,0.91233,-1517.3,-52.632
13341,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-0.72817,-0.34665,-1.880592,-1.5892,-0.35224,-0.22944,-0.7595,-0.32575,1.9382,1.2728,-1234.2,-0.37957,-0.46999,3.0891,-0.26406,1.0161,0.51959,0.56628,1.5709,-3090.9,-500.74
13342,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.16884,0.0022487,0.28893,0.033023,0.21425,0.0026885,0.000581,0.10207,0.080875,0.14107,0.15385,-237.39,2.2784,0.27052,3.148,0.00378,0.0093048,6.506,1.1276,0.74508,37403.399999999994,-18.945
13343,risky_upgrade,1,2,CCC,B,CCC→B,1,0.10075,-0.047007,0.69219,0.0,0.47434,-0.15542,-0.06946,0.028262,-0.13936,0.2008,0.12928,233.64,-0.15702,0.023319,3.3653,-0.50487,-0.30806,7.2685,0.79868,0.95845,-1163.6,10.129
13345,risky_upgrade,1,1,B,BB,B→BB,1,0.11871,0.011003,0.20987,0.0,0.19969,0.0096418,0.014343,0.05531,0.057377,0.354,0.3597,991.0,0.44527,0.0263,3.9216,0.017956,0.045942,2.8551,0.88844,0.98023,9216.2,-85.155
13346,risky_upgrade,1,1,B,BB,B→BB,1,-0.058512,-0.011924,0.25343,0.0,0.23201,0.076303,0.16752,0.017909,0.047712,0.62347,0.25897,-163.95,0.12003,0.039964,3.4475,0.30134,0.30108,4.0222,1.2255,0.92089,1359.4,-72.586
13347,risky_upgrade,1,1,CCC,B,CCC→B,1,0.8898208000000005,0.054761,0.92083,0.0,0.33484,0.10659,0.075047,0.30009,0.13161,-0.42289,0.04175,155.69,0.017341,0.064904,2.2321,1.6625,0.11576,25.614,0.64054,0.9351,189.88,175.11
13348,risky_upgrade,1,1,B,BB,B→BB,1,0.023479,-0.10136,0.66502,0.0,0.51393,-0.021615,0.067559,-0.11471,-0.10487,0.39708,0.24938,98.12,0.16582,-0.13009,3.6211,-0.091803,-0.032883,3.5484,0.75544,1.0069,2297.8,-54.121
13349,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,0.29428,-0.5767,-1.880592,-1.86106,0.17065,0.20614,-0.59752,0.2593,3.1685,2.6673,-1570.0,0.35568,0.30706,3.086,0.10948,-0.099484,0.54105,0.89703,0.70196,5703.0,-777.33
13352,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.50369,-0.043597,0.13086,-0.38536,0.0031019,-0.24363,-0.24482,-0.35428,-0.021173,1.0935,0.99807,-25169.0,0.43391,-0.025186,4.6987,-0.30165,-2.9482139999999997,0.97731,0.68608,0.98078,-1631.5,-330.59
13354,risky_upgrade,1,1,CCC,B,CCC→B,1,0.5829,-0.048794,0.61679,0.0,0.34104,-0.097162,-0.091493,-0.24032,-0.04366,0.32533,0.34331,152.2,-0.24651,0.26438,2.4168,-0.2539,-0.15753,2.7751,0.73388,0.73867,-1439.6,79.013
13355,risky_upgrade,1,1,CCC,B,CCC→B,1,0.11607,0.034626,0.61448,0.084659,0.29843,0.0014722,0.0021241,0.40504,-0.0089076,0.86805,1.3216,20263.0,0.83564,0.51962,5.242,0.0031486,0.0026404,1.4823,2.1639,0.669,37403.399999999994,-48.451
13356,risky_upgrade,1,2,CCC,B,CCC→B,1,0.1398,-0.32644,0.1398,-0.40989,-0.7198,-0.32348,-0.26096,-0.55361,-0.32152,0.061781,0.60475,9.27,-0.099912,-0.29205,1.94594,-0.37605,-2.3139,1.2798,0.9244,1.2936,-1092.9,36.262
13357,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.23124,-0.06923,0.39432,0.0,-0.16188,-0.19573,-0.050006,-0.1988,-0.076027,0.23498,0.16747,-2514.0,-0.20127,-0.025528,4.0363,-0.37898,-0.65679,5.8226,0.87253,1.0514,-1721.7,-29.66
13358,risky_upgrade,1,1,CCC,B,CCC→B,1,0.56408,0.014481,0.60964,-0.31687,-0.25309,0.0034627,0.0017385,0.092134,-0.12095,0.19038,0.16705,1919.0,0.45081,0.095484,3.5317,0.0096007,0.0056798,5.5224,1.362,0.84426,37403.399999999994,43.619
13359,risky_upgrade,1,1,B,BB,B→BB,1,0.1128,0.0148,0.37614,0.0,0.22288,0.0045515,0.053716,0.91239,0.01361,2.1781,0.62892,12438.0,1.0156,0.2665,5.0425,0.050123,0.013068,2.1516,0.69053,0.76391,15660.0,72.579
13360,risky_upgrade,1,1,CCC,B,CCC→B,1,0.26865,-0.10693,0.59606,0.0,0.41031,-0.12769,-0.069846,-0.07871,-0.12171,0.30729,0.23036,1.7576,-0.16899,0.16688,5.065,-0.36052,-0.23158,3.9355,0.9426,0.84387,-1679.9,10.89
13361,risky_upgrade,1,1,CCC,B,CCC→B,1,0.070313,-0.014623,0.39761,0.077811,0.31649,-0.015299,-0.0091921,0.82612,-0.037478,0.25707,0.16803,423.0,-0.82502,0.12254,3.7793,-0.052927,-0.038478,5.7579,0.80861,0.86726,-14372.0,-11.915
13362,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.19577,-0.013926,0.11488,-0.058357,-0.084713,-0.055574,-0.027432,-0.085187,-0.23809,0.46907,0.34206,-491.0,-1.1395,0.11179,3.3993,-0.069655,-1.5778,2.5392,0.61873,0.80607,-6334.7,-61.395
13363,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.016327,0.018297,0.23217,-0.040353,0.17761,0.022631,0.0093385,0.15503,0.060503,0.17725,0.21756,-97.0,0.39573,0.067289,3.7739,0.043427,0.099152,4.6503,0.99098,0.93183,8490.2,-40.601
13364,risky_upgrade,1,2,CCC,B,CCC→B,1,0.041033,-0.11992,0.17895,-0.31374,-0.40786,-0.094139,-0.036897,-0.16847,-0.081669,0.7053,0.67167,27.97,-1.0722,-0.073994,2.8336,-0.11824,-0.52607,1.3863,0.7638,1.0703,-7358.9,-98.097
13365,risky_upgrade,1,2,CCC,B,CCC→B,1,0.12609,-0.22369,0.65697,0.0,0.20368,-0.20227,-0.18529,-0.020968,-0.15045,0.34225,0.29864,411.68,-0.075276,-0.18521,3.5139,-0.57522,-0.30789,2.8253,0.82921,1.1679,-832.23,-29.286
13366,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.033021,-0.26315,0.35564,0.0,-0.035565,-0.43603,-0.40468,-0.48945,-0.2296,0.59133,0.38225,-1467.0,-0.077626,-0.014577,4.6476,-0.83587,-1.2845,2.0655,0.68161,1.0545,-552.74,-81.535
