,group,is_risky,cluster,from_grade,to_grade,transition,high_risk_transition,Attr49,working_capital_to_assets,Attr30,Attr25,Attr52,Attr24,Attr13,Attr35,Attr38,retained_earnings_to_assets,Attr55,Attr56,Attr29,Attr41,Attr57,cash_to_current_liabilities,Attr26,Attr58,Attr21,Attr53,Attr63,Attr45,Attr15
10154,risky_upgrade,1,3,CCC,B,CCC→B,1,-9.2124e-05,0.57093,0.071077,-0.11835,0.10641,-0.011123,0.0021814,0.019243,-0.11652,-0.048385,6363.0,0.034679,4.0471,0.33942,0.40883,-3.6441,-0.071776,0.96532,0.56301,-3.9667,9.735,-0.079676,17267.0
10155,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.01324,0.082812,0.31212,-0.10244,0.31058,-0.14488,-0.048377,-0.0077089,0.094218,0.0,42.11,-0.0027285,2.7063,-1.1037,-1.5377,-92.563,-0.15398,1.0114,1.0452,8.2746,3.1829,-0.17522,-2370.5
10156,risky_upgrade,1,4,BB,BBB,BB→BBB,0,0.165,-0.59496,4.20196500000005,0.30997,3.241538000000006,0.025155,0.26997,0.033784,0.3137,0.025155,-7021.1,-0.18699,4.0719,0.47831,0.081151,-1436.0,0.055616,1.187,0.65993,0.32943,0.293002,0.282825,6562.9
10157,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.10321,-0.82351,1.1635,-0.31096,1.0321,0.026163,0.095468,-0.034479,-0.31096,0.026163,-10700.0,-0.1325,4.1137,0.98578,-0.084134,-375.16,0.081678,1.1325,1.3696,-0.5468,0.85555,0.074455,4468.8
10158,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.014442,0.87519,-0.059599,-0.098326,0.018071,0.15498,-0.014442,-0.098326,0.87519,0.0,44.95,-0.014442,1.94594,-0.04231,-0.11235,42.676,-0.78783,1.0144,1.9805,1.2053,54.551,0.282825,-463.3
10160,risky_upgrade,1,1,BB,BBB,BB→BBB,0,-0.23813,0.35059,-0.20645,0.83784,0.24223,0.0095185,0.092912,-0.039997,0.83784,0.001236,7565.0,-0.25789,4.334,-0.070053,0.0014752,161.95,0.17542,1.2579,0.74748,1.4312,3.2819,0.0053212,1197.0
10162,risky_upgrade,1,3,CCC,B,CCC→B,1,0.0066332,-0.12152,0.057007,0.36861,0.056465,-0.067588,0.014159,0.082094,0.37767,0.0,-676.0,0.0078727,3.7453,0.09123,0.18181,-7.7395,0.23741,0.98437,1.0452,0.70741,17.757,0.86197,1537.4
10163,risky_upgrade,1,3,CCC,B,CCC→B,1,0.0029872,-0.46737,0.36162,-0.85125,0.36558,0.63042,-0.0081999,0.018186,-0.46737,-0.81171,-97.4,0.0044987,2.3189,1.9565,0.0846,-65.812,-0.022531,0.99542,1.0851,1.2053,2.7477,-0.15773,-16200.0
10164,risky_upgrade,1,3,CCC,B,CCC→B,1,0.018534,0.31119,0.31114,0.31116,0.29063,0.29255,0.0046764,-0.19534,0.32993,0.0,829.0,0.080219,3.4255,0.58528,0.02858,-77.772,0.014073,0.82989,0.53738,17.575,3.0728,0.011684,25401.0
10165,risky_upgrade,1,3,CCC,B,CCC→B,1,0.043032,-0.25752,0.42335,0.27154,0.40163,-0.062623,-0.031612,-0.038215,0.29023,0.0,-6914.0,0.16565,4.4289,0.33116,-0.15439,-91.569,-0.063133,0.78004,0.69888,0.50835,2.418,-0.2552,-4936.2
10166,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.071435,0.38702,0.24087,0.40546,0.070135,-0.047665,-0.017405,-0.012179,0.62542,-0.12025,1829.8,-0.012025,3.6747,-1.1157,-0.076212,101.48,-0.04661,1.0396,1.0452,1.1592,13.692,-0.47069,-7830.9
10167,risky_upgrade,1,3,BB,BBB,BB→BBB,0,-0.16096,0.32965,-0.038802,0.74004,0.052226,0.25551,-0.076916,0.080237,0.86701,0.0,1722.7,0.042787,3.7182,-0.030649,-0.27919,29.357,-0.9360057,1.1163,1.1,1.5485,17.034,-1.4957,-336.05
10168,risky_upgrade,1,3,CCC,B,CCC→B,1,0.040122,0.19615,0.41013,-0.016928,0.41889,0.068763,0.096903,0.088536,0.034812,0.05828,2344.0,0.1076,4.0774,0.12067,-2.9482139999999997,-134.67,0.20954,0.8924,0.94444,-0.045174,2.6751,0.10342,1577.8
10169,risky_upgrade,1,1,CCC,B,CCC→B,1,0.11194,-0.11894,0.255,-1.86106,0.25904,0.56479,0.055076,0.013021,0.0075393,-1.880592,-378.0,0.15502,3.5022,0.08936,-2.9482139999999997,-61.124,0.17815,0.76623,0.8719,-0.064736,3.8029,0.39083,1988.7
10171,risky_upgrade,1,3,BB,BBB,BB→BBB,0,-0.018183,0.050157,0.44179,0.058954,0.12536,0.88119,0.0084479,0.026839,0.69174,0.0,4029.1,0.017165,4.9049,0.59682,-0.063883,-12.669,0.020735,1.0257,0.83444,0.4005,7.9051,-0.18805,19309.0
10172,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.043491,-0.26774,0.15017,0.25521,0.14314,-0.11917,-0.010616,-0.11128,0.27755,-0.11917,-4876.8,-0.033468,4.2604,-0.57453,-0.46693,-36.828,-0.069304,1.0335,0.85808,0.40023,6.7597,-0.68162,-5266.6
10174,risky_upgrade,1,3,BB,BBB,BB→BBB,0,0.042347,0.15437,0.55752,0.20023,0.53928,0.073025,0.066119,0.059742,0.28969,0.057519,38070.0,0.014604,5.392,0.3596,0.28727,-15.799,0.088422,0.9854,0.71998,1.0259,1.8818,0.3745,3337.1
10175,risky_upgrade,1,3,BBB,A,BBB→A,0,-0.076549,0.14715,0.37641,0.37011,0.084993,-0.034361,0.020928,-0.04359,0.79685,-0.051968,13488.0,-0.056037,4.9622,0.90366,-0.14041,12.748,0.02122,1.056,0.72732,0.50905,11.141,-0.53739,6875.9
10176,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.088512,-0.34201,0.75607,-0.27583,0.49816,-0.13186,-0.11988,-0.11117,0.2911,-0.21912,-4233.0,0.14412,4.0926,-0.28744,-0.84693,-145.31,-0.16187,0.85427,1.0452,0.22843,1.7198,-0.77512,-2324.0
10177,risky_upgrade,1,3,CCC,B,CCC→B,1,0.013948,0.0037286,0.44403,0.014959,0.39589,0.019433,0.011297,0.05006,0.17755,0.0,5.0,0.023492,3.1274,0.43524,-0.033971,-50.221,0.020771,0.97208,1.2514,0.30031,2.5857,-0.0063015,14398.0
13496,risky_upgrade,1,3,CCC,B,CCC→B,1,0.022533,-0.27651,0.27727,-0.81933,0.27068,-0.819,0.072658,0.071254,-0.3102,-1.0305,-399.0,0.015421,3.1593,0.12565,-0.63279,-36.042,0.25209,0.95215,1.8948,-4.8142759999999996,3.7522,1.4976,1447.9
13497,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.16198,-0.24351,1.1116,0.00019245,0.91068,-0.10207,-0.1495,-0.10263,0.0038934,0.0,-328.98,0.011102,3.1307,-0.23654,-2.9482139999999997,-267.82,-0.13007,1.0194,1.1852,0.012363,0.93307,-0.25295,-2806.2
13498,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.1092,-0.18344,0.76214,-0.19114,0.69588,-0.23604,-0.046319,-0.14833,-0.094527,0.0,-1214.0,-0.10422,3.8207,-0.29721,0.81436,-155.08,-0.059865,1.0543,0.84642,-1.109,1.3014,-0.17235,-6097.0
13499,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.08619,0.13289,1.771,0.10855,1.6667,-0.056658,-0.055697,-0.033535,0.14177,0.0,200.0,-0.0697,3.1775,-1.1169,-0.24497,-524.64,-0.031239,1.0697,0.85998,15.484,0.56088,-0.03987,-11684.0
13500,risky_upgrade,1,1,CCC,B,CCC→B,1,0.0,-0.10093,1.024,-0.27243,0.74764,-0.31618,-0.22331,-0.14986,0.5466,-0.12851,-1021.2,0.12795,4.0051,-0.17335,-0.42535,-153.61,-0.21752,1.2353,0.96173,0.49706,1.5338,-0.6083,-1678.0
13502,risky_upgrade,1,3,B,BB,B→BB,1,0.067256,0.11922,0.92022,0.077761,0.3372,0.036028,0.033426,0.030289,0.55411,0.0,4110.1,0.033561,4.5375,0.24638,0.021471,-11.639,0.035508,0.99564,0.88193,0.28649,3.0543,0.032792,10070.0
13503,risky_upgrade,1,3,B,BB,B→BB,1,0.063962,0.63473,0.13071,0.0078995,0.16071,0.1995,0.068801,0.18065,0.66116,-0.097162,1894.7,0.080362,3.4749,0.068467,0.1589,-18.157,0.34132,0.9364,1.2056,25.014,6.6344,0.14228,799.64
13504,risky_upgrade,1,0,CCC,B,CCC→B,1,0.023644,0.84087,-0.04411,0.78386,0.014425480000000001,0.76633,0.043423,0.23386,0.93524,-0.24463,277.73,0.035517,2.5189,0.0079915,0.22188,47.574,4.0916,0.96551,2.7253499999999997,9.9102,57.91630000000018,0.282825,82.933
13505,risky_upgrade,1,3,BB,BBB,BB→BBB,0,0.043365,0.066664,0.30629,0.35871,0.31347,0.067406,0.040175,0.059618,0.39357,0.0,695.93,0.030609,4.0187,0.1067,0.053936,-40.925,0.12156,0.98732,0.63336,1.1579,3.282,0.077482,2828.7
13506,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.0089484,-0.34832,0.79843,-0.074185,0.40237,-0.14565,-0.040538,-0.023862,0.51229,-0.049194,-19443.0,0.10864,4.7468,-2.2021499999999996,-0.38613,-122.61,-0.050526,0.87712,1.0555,0.12996,2.4068,-1.6989,-7224.0
13507,risky_upgrade,1,3,BB,BBB,BB→BBB,0,0.056993,0.23655,0.41068,0.2545,0.45404,0.18817,0.095911,0.095607,0.34711,0.0,4889.0,0.065403,4.3153,0.14928,0.247,25.047,0.17913,0.90951,1.4955,2.431,2.3566,0.60457,1698.8
13509,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.11987,0.038968,0.166,0.07798,0.15257,-0.26484,-0.12751,0.062447,0.93205,0.096948,104.94,0.9867157000000019,3.4302,-0.04757,-0.054307,25.89,-0.74539,0.27974,2.1845,1.0437,5.8457,-10.095080000000001,-489.67
13510,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.20506,-0.22011,0.90332,0.052532,0.63083,-0.16003,-0.1252,-0.14433,0.19841,0.0,0.69561,-0.1487,4.7716,-0.42476,-2.2546,-148.82,-0.092521,1.18,0.41233,0.13322,1.3422,-0.87758,-2804.8
13511,risky_upgrade,1,3,CCC,B,CCC→B,1,0.018765,0.016834,0.11191,0.77375,0.090485,0.083853,0.01187,-0.14312,0.8427,0.0,21.8,0.12303,3.1123,0.21239,0.014582,-6.345,0.063141,0.78842,1.0611,0.98134,10.079,0.25115,3676.5
13514,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.14417,-0.41071,1.0519,0.066977,0.74746,-0.10692,-0.16603,-0.096432,0.39098,-0.28534,-3887.8,0.087434,3.9762,-0.24382,-0.24525,-252.0,-0.15745,0.85781,0.66916,0.43327,1.1361,-1.51,-2318.2
13515,risky_upgrade,1,1,CCC,B,CCC→B,1,0.0,-0.09303,0.63072,0.013931,0.53421,0.019637,-0.076615,-0.016543,0.64524,-0.016622,-665.27,0.22188,3.8544,-0.77765,-0.14218,-56.903,-0.11976,1.0577,0.73506,0.61757,2.4057,-1.5468,-3047.7
13516,risky_upgrade,1,3,BB,BBB,BB→BBB,0,0.15054,0.221,0.41511,0.14268,0.42231,0.37898,0.13176,0.29651,0.25203,-0.0021133,2833.0,0.20851,4.1079,0.091952,0.96621,-75.145,0.2463,0.79549,2.108,2.2742,2.7823,0.36698,1150.4
13517,risky_upgrade,1,1,B,BB,B→BB,1,-0.060806,0.078696,0.57399,0.17937,0.4473,0.036499,-0.0065231,-0.025961,0.53074,0.002399,1.1813,0.17923,4.3682,1.0345,-0.10157,-118.81,-0.017259,0.84126,0.97967,0.94196,2.1632,-0.12308,-26372.28
13518,risky_upgrade,1,4,B,BB,B→BB,1,-0.24347,-0.24078,2.4119,0.24689,2.3616,0.47038,-0.043567,-0.023031,0.66975,0.22128,-40775.49,0.52788,5.5873,1.3255,0.0,-1025.2,0.063047,0.5889,2.674,0.33395,0.8737,0.0,-20207.0
13519,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.22285,-1.00064,0.71503,-1.86106,0.5843,-0.96418,-0.096348,-0.47692,-0.7113339999999999,-1.880592,-3490.1,-0.15963,3.3222,-0.28034,0.43087,-194.77,-0.13421,1.1941,0.78584,-1.9192,1.4465,-3.6057,-2719.5
13520,risky_upgrade,1,2,CCC,B,CCC→B,1,0.18151,-1.00064,1.3374,-1.6925,0.89959,-1.034518,0.11915,-0.5391808,-0.7113339999999999,-1.880592,-935.0,-0.36414,2.6675,0.19545,-0.11669,-303.63,0.089018,0.86969,1.1816,-2.4732,0.81488,1.0361,4100.3
13521,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.32716,-0.30324,1.3998,0.21865,0.69364,-0.14628,-0.3375,-0.14897,0.55274,0.0,-6005.0,-0.3056,4.2967,-0.20773,-0.59745,-235.91,-0.24092,1.2668,0.54414,0.368,1.1042,-1.9182,-1515.0
13522,risky_upgrade,1,0,CCC,B,CCC→B,1,0.0029492,0.57359,-0.014136,0.56874,0.075974,0.25444,0.002294,0.042153,0.57609,0.0,3905.0,0.0076405,3.833,0.80989,0.0045487,31.382,0.0075633,0.99668,0.80736,55.505,13.264,0.028759,12220.0
13524,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.1443,-0.17748,0.57334,-1.1074,0.48464,-0.68341,-0.13272,-0.21131,0.029267,-0.84698,-3279.0,-0.12675,4.2666,-0.19942,-2.9482139999999997,-136.43,-0.22793,1.1181,0.84027,0.10959,1.8313,-0.52666,-1601.4
13525,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.11004,-0.24345,1.2626,-0.029378,1.1811,0.39264,-0.4582,-0.07798,0.19887,0.003802,-29612.0,0.21287,5.085,-0.38966,2.8106089999999995,-316.97,-0.32442,1.1667,0.91135,-0.043789,1.0358,-1.0625,-1024.7
13526,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.33266,0.26575,0.88351,-0.12781,0.67399,-0.15271,-0.37699,-0.057489,0.59092,0.0,3202.0,0.4601,4.081,-0.091227,-0.28666,-39.648,-0.41408,0.74669,0.65237,1.8057,1.104,-0.53179,-881.47
13527,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.074208,0.55703,0.22108,0.22212,0.16307,-0.18268,-0.082443,-0.15384,0.49122,-0.016789,292.3,-0.064542,2.72,-0.11454,-0.46125,3.6167,-0.35197,1.0853,0.90724,16.942,5.7175,-0.38818,-1037.0
13528,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.44887,-0.48471,0.96333,-0.41771,0.67863,-0.75082,-0.39543,-0.51956,-0.16116,-0.27503,-6244.0,-0.43843,4.11,-0.088229,2.8106089999999995,-196.05,-0.40354,1.3924,2.7253499999999997,-0.49148,1.0244,-1.346,-904.49
13530,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.046702,0.15771,0.36676,0.28841,0.36175,0.056014,-0.059851,-0.052848,0.29567,0.42536,1086.0,-0.027908,3.838,-0.57096,-0.46347,-76.876,-0.16096,1.0341,0.64337,2.1425,2.6893,-0.24134,-2267.7
13532,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.8681929,-1.00064,1.5426,-1.847,1.3024,-1.034518,-0.5750552000000001,-0.22519,-0.7113339999999999,-0.55896,-40775.49,-0.15892,4.7004,-0.06673,1.0818,-263.32,-0.52619,1.6584000000000014,1.1603,-2.1659,0.66253,-4.9182,-691.67
13533,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.075038,-0.021379,0.76166,0.18877,0.4606,-0.077724,-0.12007,-0.12362,0.30139,0.0,-739.0,0.04075,4.5386,-0.34015,-0.41585,-112.6,-0.14578,0.91113,0.8873,0.51012,1.8865,-0.33044,-2327.8
13535,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.10107,0.86384,-0.34001,0.32767,0.053225,-0.20977,-0.094719,-0.13518,0.89718,-0.082132,1932.4,0.076898,3.3497,-0.024814,-0.14423,174.37,-0.9360057,0.91683,0.67685,16.046,17.016,-1.0352,-289.92
13536,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.071728,0.20101,0.11789,-0.14341,0.1113,-0.30045,-0.064878,-0.39789,0.27346,-0.095639,79.32,-0.064903,2.5962,-0.06786,-1.6058,-37.36,-0.5474,1.0649,0.44142,3.7744,8.4374,-0.50228,-666.79
13537,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.8681929,0.11388,0.64089,-0.065269,0.33661,0.38898,-0.5750552000000001,-0.32626,0.5657,0.0,2905.0,-0.14105,4.4067,-0.029199,-1.0624,-81.042,-0.9360057,1.6165,0.58238,1.0279,1.8856,-1.8401,-303.89
13538,risky_upgrade,1,3,B,BB,B→BB,1,0.024833,0.29128,0.27013,0.21732,0.24587,0.45642,0.021221,0.062913,0.31296,0.0,1981.0,0.11758,3.8326,0.37626,0.15887,0.15238,0.065157,0.88239,0.86628,2.9885,4.1371,0.17595,4821.3
13540,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.026905,-0.0051891,0.16407,-0.3563,0.16225,-0.10339,-0.031235,-0.10378,0.26363,-0.29745,-226.0,0.88467,4.639,-0.20681,-0.52238,-12.57,-0.18703,0.11886,0.65995,0.97636,6.0004,-0.92505,-1950.6
13541,risky_upgrade,1,3,CCC,B,CCC→B,1,0.0022487,-0.16884,0.14107,0.21425,0.15385,0.10207,0.000581,0.080875,0.28893,0.033023,-237.39,0.27052,3.148,2.2784,0.0093048,-18.945,0.00378,0.74508,1.1276,0.63108,6.506,0.049148,37403.399999999994
13542,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.047007,0.10075,0.2008,0.47434,0.12928,0.028262,-0.06946,-0.13936,0.69219,0.0,233.64,0.023319,3.3653,-0.15702,-0.30806,10.129,-0.31369,0.95845,0.79868,0.85277,7.2685,-4.605,-1163.6
13543,risky_upgrade,1,3,B,BB,B→BB,1,-0.0033466,-0.037107,0.50243,0.019018,0.5181,0.024351,0.024436,0.038877,0.02489,0.0,-316.0,0.020586,3.9302,0.49644,0.27184,-181.49,0.043751,0.98373,1.4172,0.3147,1.9707,0.0076981,7714.1
13544,risky_upgrade,1,3,BBB,A,BBB→A,0,0.082753,0.46087,-0.016986,0.69798,0.08303,0.611,0.094564,0.33832,0.73483,0.0,637.84,0.095706,3.1411,0.026417,0.33856,39.41,1.0176,0.91076,1.0628,2.6866,13.318,2.4686,289.81
13545,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.062789,0.15712,0.25992,0.16427,0.21673,-0.35665,-0.040588,-0.45984,0.40481,-0.24872,78.38,-0.20175,2.698,-0.29041,-0.32196,-60.975,-0.15583,1.0405,0.78404,1.6343,3.8394,-0.21315,-2342.2
13546,risky_upgrade,1,3,B,BB,B→BB,1,0.011003,0.11871,0.354,0.19969,0.3597,0.05531,0.014343,0.057377,0.20987,0.0,991.0,0.0263,3.9216,0.44527,0.045942,-85.155,0.034442,0.98023,0.88844,1.7916,2.8551,0.015666,9216.2
13547,risky_upgrade,1,3,B,BB,B→BB,1,-0.011924,-0.058512,0.62347,0.23201,0.25897,0.017909,0.16752,0.047712,0.25343,0.0,-163.95,0.039964,3.4475,0.12003,0.30108,-72.586,0.25061,0.92089,1.2255,0.33291,4.0222,0.50575,1359.4
13549,risky_upgrade,1,0,B,BB,B→BB,1,0.037145,0.62415,0.070995,0.59275,0.07584,0.5592,0.05318,0.17416,0.65774,0.22371,1584.7,0.03713,3.4047,0.06553,0.30705,20.191,0.58989,0.94767,0.68742,19.668,13.694,0.54431,501.2
13550,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.043597,-0.50369,1.0935,0.0031019,0.99807,-0.35428,-0.24482,-0.021173,0.13086,-0.38536,-25169.0,-0.025186,4.6987,0.43391,-2.9482139999999997,-330.59,-0.20624,0.98078,0.68608,0.12316,0.97731,-0.98423,-1631.5
13551,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.048794,0.5829,0.32533,0.34104,0.34331,-0.24032,-0.091493,-0.04366,0.61679,0.0,152.2,0.26438,2.4168,-0.24651,-0.15753,79.013,-0.25355,0.73867,0.73388,17.894,2.7751,-0.288,-1439.6
13554,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.32644,0.1398,0.061781,-0.7198,0.60475,-0.55361,-0.26096,-0.32152,0.1398,-0.40989,9.27,-0.29205,1.94594,-0.099912,-2.3139,36.262,-0.33398,1.2936,0.9244,1.2053,1.2798,0.282825,-1092.9
13555,risky_upgrade,1,3,B,BB,B→BB,1,0.0148,0.1128,2.1781,0.22288,0.62892,0.91239,0.053716,0.01361,0.37614,0.0,12438.0,0.2665,5.0425,1.0156,0.013068,72.579,0.020184,0.76391,0.69053,0.46084,2.1516,0.13765,15660.0
13557,risky_upgrade,1,3,BB,BBB,BB→BBB,0,0.027167,0.35796,0.14155,-0.037712,0.068572,0.26742,0.021428,0.12719,0.78637,-0.071212,844.79,0.0392,3.3729,0.11691,0.073571,21.821,0.12346,0.9607,0.99209,1.0703,15.178,0.2287,2846.7
13559,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.013926,-0.19577,0.46907,-0.084713,0.34206,-0.085187,-0.027432,-0.23809,0.11488,-0.058357,-491.0,0.11179,3.3993,-1.1395,-1.5778,-61.395,-0.057619,0.80607,0.61873,0.088542,2.5392,-0.3106,-6334.7
13560,risky_upgrade,1,3,CCC,B,CCC→B,1,0.018297,-0.016327,0.17725,0.17761,0.21756,0.15503,0.0093385,0.060503,0.23217,-0.040353,-97.0,0.067289,3.7739,0.39573,0.099152,-40.601,0.02933,0.93183,0.99098,0.9046,4.6503,0.061225,8490.2
13561,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.22369,0.12609,0.34225,0.20368,0.29864,-0.020968,-0.18529,-0.15045,0.65697,0.0,411.68,-0.18521,3.5139,-0.075276,-0.30789,-29.286,-0.54633,1.1679,0.82921,1.1201,2.8253,-0.97111,-832.23
13562,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.26315,-0.033021,0.59133,-0.035565,0.38225,-0.48945,-0.40468,-0.2296,0.35564,0.0,-1467.0,-0.014577,4.6476,-0.077626,-1.2845,-81.535,-0.66011,1.0545,0.68161,0.66405,2.0655,-1.5972,-552.74
13563,risky_upgrade,1,0,BBB,A,BBB→A,0,-0.010929,0.47699,-0.0070414,-0.0030401,0.014425480000000001,0.032611,0.0094581,-0.046224,0.94929,0.0,514.3,-0.011179,3.0327,0.043224,-0.0032026,32.602,0.77117,1.0116,0.94081,2.0099,57.91630000000018,-0.03054,473.31
13564,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.8681929,-0.98127,4.1427,-0.16471,1.7237,-0.74234,-0.5750552000000001,-0.36506,-0.12972,-0.59782,-6660.9,-0.6627794,3.8317,-0.13651,2.8106089999999995,-693.93,-0.30416,1.6584000000000014,0.31632000000000005,-0.14707,0.293002,-5.333,-1221.5
13565,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.063922,-0.05618,0.30928,0.19474,0.29107,-0.14467,-0.044605,-0.14127,0.22283,0.0,-100.0,-0.056278,3.2504,-0.25601,-0.63397,-50.295,-0.14385,1.0506,0.94292,0.79805,3.2249,-0.4749,-2537.4
13566,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.0047145,-0.11506,0.31354,0.12099,0.25369,0.015837,0.02091,0.029252,0.29592,0.0087149,-12038.0,0.0058893,5.0197,0.40254,0.072031,-57.315,0.058255,0.99411,0.78223,0.29298,3.9652,0.029957,5499.0
13567,risky_upgrade,1,4,CCC,B,CCC→B,1,-0.41498,-0.44437,3.0473,0.34296,2.1715,-0.075857,-0.41852,-0.075216,0.44309,0.38988,-221.9,-0.41498,2.6984,-0.24681,-0.18955,-624.57,-0.15081,1.415,1.0452,0.49928,0.32546,0.282825,-2679.7
13569,risky_upgrade,1,3,CCC,B,CCC→B,1,0.050133,0.18039,1.4338,0.07759,0.65664,-0.030114,0.017581,0.045692,0.62845,-0.091695,1190.0,0.076032,3.8193,0.69447,0.0083829,-179.85,0.0082817,0.91048,0.85401,0.19001,1.6212,0.00157,31545.0
13570,risky_upgrade,1,3,BB,BBB,BB→BBB,0,0.039327,-0.0093654,0.22364,0.23622,0.20918,0.15958,0.072559,0.14625,0.44312,0.0,-147.09,0.052259,4.1961,0.10768,0.34626,-37.292,0.26611,0.94425,1.0452,0.80057,5.0403,0.50307,1144.0
13571,risky_upgrade,1,3,B,BB,B→BB,1,0.2965,0.078694,0.30993,0.013588,1.3323,-0.0011464,0.025672,0.065309,0.82279,0.015206,23.34,0.32931,2.4722,0.082254,-0.001967,-136.92,0.027588,0.67069,0.75594,1.1058,1.1191,-0.013169,12705.0
13573,risky_upgrade,1,3,B,BB,B→BB,1,0.062441,0.04539,0.22844,0.23409,0.24103,0.22815,0.07981,0.22511,0.23409,0.1852,284.84,0.013479,3.7976,0.099134,0.79115,-51.461,0.27896,0.98652,0.85331,1.1885,4.2056,0.37801,1087.5
13574,risky_upgrade,1,3,BB,BBB,BB→BBB,0,-0.033801,-0.29204,0.48649,0.18317,0.39997,0.0054059,0.062814,0.046386,0.5296,0.19113,-2975.0,0.038527,4.008,0.207,-0.021026,-95.116,0.10048,0.97544,1.0452,0.46231,2.5625,0.282825,2989.9
13575,risky_upgrade,1,3,CCC,B,CCC→B,1,0.0068569,-0.073782,0.94011,0.075273,1.003,0.0085279,0.026822,0.018558,0.21066,0.0059073,-1354.5,0.022841,4.2638,0.96089,0.078478,-240.17,0.020518,0.97716,0.55483,0.26361,1.0203,0.013371,15628.0
13577,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.097618,0.027408,0.33709,-0.24402,0.37059,-0.21892,-0.087349,-0.21753,0.045102,-0.025095,4.74,-0.092201,2.2379,-0.15555,-2.9482139999999997,-2.8578,-0.2158,1.0922,1.0452,2.5574,2.4706,-4.7985,-1691.4
13580,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.0029009,-0.13834,1.0773,-0.12238,1.0801,0.026272,0.0096703,0.0083349,0.052698,-0.12636,-1616.0,0.0095881,4.0675,4.977,0.084911,-167.49,0.0088797,0.98576,0.84304,0.24175,0.9275,0.015295,37403.399999999994
13581,risky_upgrade,1,3,B,BB,B→BB,1,0.15964,0.036284,0.76121,0.097861,0.64749,0.1024,0.15517,0.020876,0.59319,0.0,548.0,0.032364,4.1791,0.15834,0.19991,-82.026,0.18134,0.85284,1.6138,0.82953,1.5844,0.52642,1963.4
13582,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.11987,0.038968,0.166,0.07798,0.15257,-0.26484,-0.12751,0.062447,0.93205,0.096948,104.94,0.9867157000000019,3.4302,-0.04757,-0.054307,25.89,-0.74539,0.27974,2.1845,1.0437,5.8457,-10.095080000000001,-489.67
13583,risky_upgrade,1,1,B,BB,B→BB,1,0.027844,0.70535,0.29452,0.055183,0.13878,-1.034518,0.020967,0.057723,0.7287,0.0,272.13,0.028722,2.5864,0.48582,0.22794,74.182,0.051666,0.96228,0.47373,7.9035,7.4044,0.1701,7064.6
13584,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.069734,-0.060456,0.40126,0.30371,0.38946,-0.12631,-0.049601,-0.074037,0.30371,-0.12631,-354.26,-0.041663,3.7679,-0.72235,-0.41589,-88.565,-0.12226,1.0417,0.65274,0.8006,2.4649,-0.35166,-2985.3
13585,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.37978,0.13318,4.20196500000005,-0.3787,1.3087,-0.11405,-0.5083,-0.086304,0.68612,-0.30107,637.0,0.5807,3.6797,-0.50574,-0.64211,-176.04,-0.088214,0.35685,0.47822,0.21841,0.48618,-0.31171,-4137.7
