,group,is_risky,cluster,from_grade,to_grade,transition,high_risk_transition,Attr52,Attr49,Attr38,working_capital_to_assets,Attr30,Attr25,Attr13,Attr24,Attr35,retained_earnings_to_assets,Attr55,Attr41,Attr29,Attr56,Attr21,Attr12,cash_to_current_liabilities,Attr57,Attr63,Attr53,Attr58,Attr46
9969,risky_upgrade,1,1,CCC,B,CCC→B,1,0.24321,-0.10751,0.32157,0.071371,0.33925,0.13251,-0.11767,-0.30501,-0.23278,0.0,265.0,-0.11075,3.5697,0.13974,0.61083,-0.42667,-57.917,-0.71829,3.626,0.79441,0.84882,0.86295
9971,risky_upgrade,1,1,CCC,B,CCC→B,1,0.33276,0.069725,0.12447,0.10844,0.24704,0.12447,0.0075375,0.021295,0.19698,0.004743,289.0,0.14611,3.4257,0.068801,2.7253499999999997,0.024325,-11.037,0.038106,3.2272,7.7142,0.9312,0.90787
9972,risky_upgrade,1,1,B,BB,B→BB,1,0.42106,0.018277,0.56007,0.020566,0.60541,0.36978,0.011258,0.041115,0.015834,0.0,202.0,0.71525,3.9922,0.015805,0.62169,0.01511,-100.06,0.013384,2.412,0.69405,0.97597,0.7087
9973,risky_upgrade,1,1,B,BB,B→BB,1,0.24155,0.0051007,0.12511,0.13769,0.18559,0.022695,0.016371,0.028615,0.044591,0.0,67.22,0.40621,2.6886,0.013079,1.0452,0.035207,10.24,0.1814,4.1948,2.524,0.99161,1.1265
9974,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.13184,0.013549,0.64566,0.32723,0.17373,-0.0047371,0.025145,0.052696,0.14832,-0.092454,44.486,0.29676,2.1334,0.054454,1.0452,0.14964,-2.0035,0.12877,7.7347,1.2172,0.98065,0.95804
9975,risky_upgrade,1,1,B,BB,B→BB,1,0.18624,-0.0088876,0.33838,0.087111,0.15972,0.33838,0.017424,0.015297,0.015133,0.015297,1566.0,0.35079,4.2547,0.004354,1.1635,0.023143,-14.707,0.045206,5.3929,1.3431,0.99565,0.79271
9976,risky_upgrade,1,2,CCC,B,CCC→B,1,0.079804,-0.34366,0.3053,0.029989,0.094476,-0.77423,-0.27107,-1.034518,-0.5391808,0.0,2.778,-0.01283,1.9668,-0.2993,1.0452,-2.09503,-24.8,-2.9482139999999997,9.5847,1.1089,1.3074,0.16073
9977,risky_upgrade,1,2,CCC,B,CCC→B,1,3.241538000000006,0.0109695,-0.7113339999999999,-1.00064,0.2175,-1.86106,0.068488,0.13517,-0.5391808,-1.880592,-633.94,-0.51784,1.94594,0.052943000000000004,1.0452,0.012929,-2978.4999999999995,-0.014297,0.293002,-4.8142759999999996,0.6692,0.07834487
9978,risky_upgrade,1,1,CCC,B,CCC→B,1,0.21215,-0.0015404,0.1555,-0.38298,0.21005,0.018082,0.011079,0.018014,0.029963,0.0,-3214.0,0.39139,3.9239,0.0074642,1.1356,0.0042111,-41.538,0.031353,4.7456,0.21061,0.99138,0.13788
9979,risky_upgrade,1,2,CCC,B,CCC→B,1,0.22144,-0.15746,-0.51126,-0.97438,0.54543,-1.5475,-0.083572,-1.034518,-0.5391808,-1.1023,-178.73,-0.22694,2.2635,-0.45554,0.79349,-0.37374,-60.983,0.39872,3.0595,-2.0755,1.0866,0.07834487
9981,risky_upgrade,1,2,CCC,B,CCC→B,1,2.1817,-0.8681929,0.2924,-0.60694,4.20196500000005,-0.83985,-0.5750552000000001,-0.20932,-0.17392,-0.63041,-4938.0,-0.18522,3.9104,-0.6627794,1.0452,-0.29581,-911.95,-0.71585,0.293002,0.32513,1.6584000000000014,0.13378
9982,risky_upgrade,1,1,CCC,B,CCC→B,1,0.42854,-0.13848,-0.1601,-0.48083,0.45433,-0.30206,0.028089,-0.095878,-0.17821,-0.64855,-172.74,-2.2021499999999996,2.5554,-0.073045,1.0452,-0.085464,-111.39,0.59887,2.1747,-0.44599,1.134,0.3249
9983,risky_upgrade,1,1,CCC,B,CCC→B,1,0.88221,-0.12441,0.13239,-0.49702,1.3582,-0.31075,-0.07557,-0.075039,-0.062435,-0.24808,-6337.0,-0.84601,4.1055,-0.092354,1.0452,-0.10723,-293.46,-0.92172,0.96604,0.10213,1.0756,0.18643
9984,risky_upgrade,1,0,CCC,B,CCC→B,1,0.014425480000000001,0.053485,0.9843212,0.55614,0.0099457,0.78983,0.13888,0.094489,-0.14513,0.0,563.26,0.0023401,3.0055,-0.12996,1.0452,7.4386,26.163,0.095704,57.91630000000018,2.2899,1.1861,8.3689
9985,risky_upgrade,1,1,CCC,B,CCC→B,1,0.69262,0.002608,0.23203,-0.19752,0.77034,0.078872,-0.034984,0.015397,-0.064107,0.0,-781.0,7.4916,3.597,0.44482,0.78233,-0.047062,-131.17,-0.32635,1.3452,0.21931,0.51869,0.45652
9986,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.17174,0.11313,0.35805,0.13603,0.053984,0.32782,0.13043,0.60273,0.48811,-0.087811,225.0,0.038982,3.2185,0.11552,1.6981,0.80256,12.716,1.1413,6.5782,1.6166,0.87884,0.65304
9987,risky_upgrade,1,2,CCC,B,CCC→B,1,3.241538000000006,-0.8681929,-0.10785,-0.23082,4.20196500000005,-0.10785,-0.5750552000000001,-0.12786,-0.12775,-0.12786,-576.95,-0.2851,3.3979,-0.6627794,1.0452,-0.11541,-527.9,1.1855,0.293002,-0.87709,1.6584000000000014,0.79165
9988,risky_upgrade,1,1,CCC,B,CCC→B,1,0.29124,-0.024295,0.54896,-0.18343,0.35839,-0.058315,-0.031457,-0.028621,-0.1495,-0.014467,-222.13,-0.5546,3.0831,0.024882,1.0452,-0.097089,-60.577,-0.10031,3.0864,0.59687,0.89979,0.31306
9989,risky_upgrade,1,1,CCC,B,CCC→B,1,0.38124,0.028739,0.55134,0.41105,0.35237,0.022941,0.015542,0.018204,0.046331,-0.0039768,7006.0,0.44424,4.2316,0.33422,1.0452,0.040917,-37.162,0.033018,2.6326,3.8293,0.68377,1.2754
9990,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.11029,-0.035256,0.75982,0.7092,0.059371,0.75982,-0.0093828,-0.048439,-0.042193,-0.068066,1426.2,-0.58706,3.3034,-0.021063,0.86321,-0.21185,38.214,-0.089581,8.8799,12.147,1.0211,1.989
9992,risky_upgrade,1,1,CCC,B,CCC→B,1,0.23277,0.040301,0.24595,0.20267,0.16453,0.2309,0.04199,0.12742,0.14247,0.10141,10864.0,0.15957,4.7292,0.048412,1.1429,0.1754,-14.623,0.4392,4.5147,3.2571,0.95159,0.86939
9993,risky_upgrade,1,1,A,AA,A→AA,0,0.55551,0.083386,0.30748,0.29314,0.24792,0.30147,0.075604,1.3556,0.19635,0.0,2487.3,0.11903,3.9286,0.46548,1.5686,0.2539,-53.125,0.4697,3.3583,21.439,0.54431,0.73609
9994,risky_upgrade,1,1,CCC,B,CCC→B,1,0.30994,-0.0083053,0.32748,-0.0602,0.42865,-0.094958,0.024139,0.00065035,0.043735,-0.14533,-93.49,0.3744,3.1912,0.019782,1.0452,0.00096651,-60.251,0.018354,3.2411,0.091348,0.9849,0.48178
9995,risky_upgrade,1,1,B,BB,B→BB,1,0.34895,-0.05452,0.31306,-0.020786,0.35785,-0.034585,-0.011011,-0.080547,-0.033224,0.0,-238.0,0.90266,4.0588,-0.017367,0.79144,-0.12608,-60.073,-0.29074,2.7989,0.88309,1.0198,0.45739
9996,risky_upgrade,1,1,CCC,B,CCC→B,1,0.18082,-0.0010043,0.66964,-0.07719,0.072186,0.10621,0.13753,-0.12029,-0.28594,-0.22415,-8.22,0.041175,2.0273,-0.19114,0.66233,0.21575,-16.818,0.091432,4.5284,0.89664,0.93216,0.67879
9997,risky_upgrade,1,1,B,BB,B→BB,1,0.80915,0.013637,0.17578,-0.18736,0.93324,0.054766,0.052218,0.034562,0.028752,0.025901,-15154.0,0.6645,4.9079,0.0021387,1.3604,0.044523,-108.75,0.47294,1.2385,0.13322,0.99786,0.63448
9998,risky_upgrade,1,1,CCC,B,CCC→B,1,0.083485,-0.48307,0.8596,0.034616,0.23446,0.79772,-0.25299,-0.21609,-0.36677,0.0,6.97,-0.030977,2.304,-0.62203,1.0452,-2.09503,-23.324,-0.25139,7.192,0.97302,1.2821,0.29013
9999,risky_upgrade,1,1,CCC,B,CCC→B,1,0.25987,0.050105,0.54507,0.20062,0.28456,0.43543,0.046511,-0.15789,-0.085692,0.0,1222.0,0.20013,3.7847,0.079713,1.0452,0.16861,14.651,0.129,3.6252,1.4261,0.83206,0.38346
10000,risky_upgrade,1,2,CCC,B,CCC→B,1,0.37477,-0.46587,0.48538,-0.01804,0.84781,0.31589,-0.34324,0.24438,-0.5391808,0.0,-20.06,-0.083978,3.0461,-0.6627794,0.90492,-0.56242,-9.913,-0.69106,1.3936,0.76612,1.2649,0.07834487
10001,risky_upgrade,1,1,CCC,B,CCC→B,1,0.42146,-0.29695,0.4838,-0.092151,0.6339,0.30691,-0.14157,-0.1535,-0.29608,0.0,-587.0,-0.21391,3.8041,-0.43496,1.0452,-0.37216,-88.495,-0.34254,1.6375,0.66767,1.1648,0.6082
10002,risky_upgrade,1,2,CCC,B,CCC→B,1,1.2634,-0.81482,-0.7113339999999999,-0.87149,3.2116,-0.78753,-0.5750552000000001,0.26475,-0.5391808,-0.81434,-429.4,-0.22445,2.6926,-0.6627794,0.85882,-0.18766,-329.0,0.4052,0.293002,-2.9449,1.3016,0.38992
10004,risky_upgrade,1,2,CCC,B,CCC→B,1,0.25788,-0.79338,0.94055,0.046678,1.6604,0.7657,-0.44958,-0.032543,-0.096096,-0.1463,242.49,-0.078175,3.7156,-0.6627794,0.77991,-1.0633,-19.979,-0.081163,2.1992,0.86994,1.3771,1.088
10005,risky_upgrade,1,1,CCC,B,CCC→B,1,0.066516,-0.25038,0.56577,0.17854,0.32254,0.54943,-0.24965,-0.26956,-0.36438,0.0,178.05,-0.049401,2.9988,0.17159,1.4743,-2.09503,-2.1142,-0.51638,11.2,0.78911,0.78637,2.3405
10006,risky_upgrade,1,1,CCC,B,CCC→B,1,0.12358,-0.24926,0.75523,0.61735,0.087043,0.3598,-0.21316,-0.35399,-0.34314,0.0,1594.0,-0.023304,3.412,-0.21909,1.0452,-1.4742,5.4381,-0.46872,6.5226,5.2989,1.2228,2.9016
10007,risky_upgrade,1,1,CCC,B,CCC→B,1,0.14812,-0.23004,0.46366,0.54939,1.1613,0.15156,-0.2854,-0.19451,-0.1364,0.0,177.26,-0.18312,2.5087,0.62046,0.73217,-1.4582,39.954,-0.26123,5.1093,1.2615,0.34772,6.3888
10008,risky_upgrade,1,2,CCC,B,CCC→B,1,1.6353,-0.24794,-0.7113339999999999,-1.00064,2.0706,-1.86106,-0.2288,-0.85062,-0.45576,-1.880592,-404.03,-0.33108,2.063,-0.22871,0.76584,-0.12149,-571.71,0.15212,0.4937,-4.8142759999999996,1.2288,0.11585
10009,risky_upgrade,1,1,CCC,B,CCC→B,1,0.046908,-0.59534,0.92799,0.63305,-0.4274,0.83115,-0.3968,-0.44529,-0.36527,0.0,490.26,-0.006574,2.889,-0.45456,0.79827,-2.09503,148.33,-0.40464,13.969,2.9991,1.5272,9.4028
10010,risky_upgrade,1,1,CCC,B,CCC→B,1,0.17303,-0.047853,0.62281,0.28903,0.010502,0.50885,-0.039791,-0.17465,-0.23883,0.0,142.45,-0.16784,2.6927,-0.13224,0.45516,-0.20554,47.002,-0.12448,4.7842,1.8659,1.0367,0.96347
10011,risky_upgrade,1,1,CCC,B,CCC→B,1,0.17262,-0.0023045,0.15529,0.14629,0.085574,0.12678,0.00015363,0.036009,0.010503,0.0,195.0,-2.2021499999999996,3.1248,0.0021509,0.65708,0.0,8.7764,0.0,5.7806,17.25,1.0,0.5373
10012,risky_upgrade,1,2,CCC,B,CCC→B,1,0.2903,-0.50778,-0.52866,-1.00064,0.5471,-0.52866,-0.51283,-1.034518,-0.5391808,0.0,-45.68,-0.034491,1.94594,-0.52541,0.82774,-1.1403,-88.312,2.8106089999999995,2.2234,-0.66778,1.4874,0.07834487
10014,risky_upgrade,1,2,CCC,B,CCC→B,1,0.020593,-0.83869,0.9843212,0.009977,4.20196500000005,-0.0094717,-0.5750552000000001,-0.019407,-0.0508,-0.0037404,26.06,-2.2021499999999996,3.417,-0.6627794,0.49695,-2.09503,54.116,-0.59264,4.7927,0.0097831,1.0902,0.11765
10015,risky_upgrade,1,1,BBB,A,BBB→A,0,0.10548,0.024398,0.77109,-0.031192,0.29542,0.1239,0.061855,0.17736,0.10542,0.0,-251.0,0.14403,3.9056,0.046334,0.99973,0.39614,-17.329,0.2265,9.9413,0.4083,0.95361,0.31124
10016,risky_upgrade,1,2,CCC,B,CCC→B,1,3.241538000000006,0.0,0.29971,-0.63752,4.20196500000005,-0.061809,-0.27952,-0.035328,0.00081925,-0.026471,-575.85,7.4916,2.9558,0.35809,1.0452,-0.050448,-1827.5,-0.72244,0.293002,0.052175,1.2781,0.089608
10017,risky_upgrade,1,1,CCC,B,CCC→B,1,0.24626,-0.16431,0.45884,0.091339,0.56474,-0.10657,-0.20793,-0.82053,-0.28733,0.006386,5289.0,-0.11596,4.7627,0.01991,1.1545,-0.6802,-25.372,-1.8012,3.2713,0.36231,0.9472,0.51403
10019,risky_upgrade,1,0,CCC,B,CCC→B,1,0.030512,0.3816567000000009,0.85525,0.60361,-0.35272,0.5615,0.63733,0.5865,0.00082,0.0,2414.4,0.0084408,3.6021,0.11845,1.0452,9.399790000000033,178.92,0.54253,27.352,2.3593,0.589,15.599
10020,risky_upgrade,1,1,CCC,B,CCC→B,1,1.1629,0.016317,0.42847,-0.17491,1.5115,0.24056,0.015779,0.0076005,0.005424,0.010989,-6282.0,3.1398,4.5553,0.011214,1.0452,0.013631,-256.6,0.021954,0.86388,0.42059,0.97643,0.32128
10021,risky_upgrade,1,1,CCC,B,CCC→B,1,0.35845,0.0072937,0.39796,-0.066676,0.36171,0.017576,-0.011619,-0.071649,0.0046018,-0.12778,-478.0,1.69,3.8555,0.12435,1.0452,-0.032358,-35.38,-0.047522,2.785,0.82528,0.86822,0.18258
10022,risky_upgrade,1,1,CCC,B,CCC→B,1,0.11094,-0.0015582,-0.16007,-0.1552,0.1066,-0.16007,0.0052588,0.023026,0.01093,0.0020105,-653.04,0.90597,3.6241,0.021262,1.0452,0.023111,-33.855,-0.01256,9.2094,-1.0077,0.97874,0.15598
10023,risky_upgrade,1,0,CCC,B,CCC→B,1,0.024682,0.078184,0.93168,0.8898208000000005,-0.339,0.90927,0.082457,0.60404,0.19847,0.0,4016.3,0.011349,3.6497,0.092446,0.99398,3.263,157.65,0.13031,43.619,18.286,0.91172,16.858
10024,risky_upgrade,1,1,B,BB,B→BB,1,0.14207,0.034013,0.58152,0.1836,0.030559,0.53196,0.048249,0.1156,-0.020956,-0.00013627,741.0,0.097282,3.606,-0.0073377,1.0452,0.27854,3.4684,0.14834,6.9158,1.4488,0.96038,1.1721
10025,risky_upgrade,1,0,CCC,B,CCC→B,1,0.020753,0.023083,0.8803,0.65562,-0.020043,0.13524,0.039397,0.52058,0.12899,0.0,1856.7,0.02244,3.4521,0.029263,1.1118,1.5269,55.636,0.15391,49.638,3.4438,0.96835,2.352
10027,risky_upgrade,1,1,B,BB,B→BB,1,0.27115,-0.017237,0.43973,-0.010266,0.28114,0.41346,0.042771,0.0082538,0.035333,0.0058099,-113.0,0.1585,4.0417,0.014264,1.0854,0.01809,-85.338,0.014052,3.7413,0.74631,0.98574,0.16448
10028,risky_upgrade,1,1,CCC,B,CCC→B,1,0.98232,-0.066454,0.28716,0.047747,0.95172,-0.13389,-0.015503,-0.051123,-0.021971,-0.12952,567.0,-2.2021499999999996,4.0746,-0.031356,1.5584,-0.044233,-114.42,-0.10989,0.97956,1.1994,1.0366,0.44903
10029,risky_upgrade,1,2,CCC,B,CCC→B,1,2.1608,-0.064443,-0.7113339999999999,-1.00064,2.1102,-1.3265,-0.043494,-0.22629,0.023336,-0.25161,-40775.49,0.57627,4.855,0.018276,0.93304,-0.064218,-771.67,0.087085,0.4714,-2.6499,0.98172,0.10419
10030,risky_upgrade,1,1,CCC,B,CCC→B,1,0.31058,-0.01324,0.094218,0.082812,0.31212,-0.10244,-0.048377,-0.14488,-0.0077089,0.0,42.11,-1.1037,2.7063,-0.0027285,1.0452,-0.15995,-92.563,-1.5377,3.1829,8.2746,1.0114,0.92431
10031,risky_upgrade,1,2,BB,BBB,BB→BBB,0,3.241538000000006,0.165,0.3137,-0.59496,4.20196500000005,0.30997,0.26997,0.025155,0.033784,0.025155,-7021.1,0.47831,4.0719,-0.18699,0.65993,0.038462,-1436.0,0.081151,0.293002,0.32943,1.187,0.090297
10032,risky_upgrade,1,2,CCC,B,CCC→B,1,1.0321,-0.10321,-0.31096,-0.82351,1.1635,-0.31096,0.095468,0.026163,-0.034479,0.026163,-10700.0,0.98578,4.1137,-0.1325,1.3696,0.02085,-375.16,-0.084134,0.85555,-0.5468,1.1325,0.07834487
10034,risky_upgrade,1,1,BBB,A,BBB→A,0,0.24223,-0.23813,0.83784,0.35059,-0.20645,0.83784,0.092912,0.0095185,-0.039997,0.001236,7565.0,-0.070053,4.334,-0.25789,0.74748,0.14883,161.95,0.0014752,3.2819,1.4312,1.2579,2.85
10035,risky_upgrade,1,1,B,BB,B→BB,1,0.80331,0.016147,-0.06422,-0.054751,0.72453,-0.069706,0.020405,0.024039,0.024198,-0.081677,-499.0,1.322,3.9597,0.018437,1.0452,0.023177,-27.624,-0.1864,1.2681,-3.6645,0.98168,0.14979
10036,risky_upgrade,1,1,B,BB,B→BB,1,0.86946,-0.29959,0.55255,0.42032,1.1882,-0.017577,0.11456,-0.16226,-0.13718,-0.29029,737.25,0.35058,3.244,-0.36423,1.0868,-0.077162,345.77,-0.062559,0.84073,4.1897,1.0709,0.07834487
10037,risky_upgrade,1,1,CCC,B,CCC→B,1,0.056465,0.0066332,0.37767,-0.12152,0.057007,0.36861,0.014159,-0.067588,0.082094,0.0,-676.0,0.09123,3.7453,0.0078727,1.0452,0.11685,-7.7395,0.18181,17.757,0.70741,0.98437,0.2178
10038,risky_upgrade,1,1,CCC,B,CCC→B,1,0.29063,0.018534,0.32993,0.31119,0.31114,0.31116,0.0046764,0.29255,-0.19534,0.0,829.0,0.58528,3.4255,0.080219,0.53738,0.01437,-77.772,0.02858,3.0728,17.575,0.82989,1.2517
10041,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.32081,-0.0052187,-0.065122,-0.047473,0.29261,-0.56516,-0.0013714,-0.019001,0.0013712,-0.54616,-48.47,3.2927,3.009,0.00031027,1.0452,-0.018744,-6.3105,0.070029,3.114,-4.8142759999999996,1.0007,0.35048
10043,risky_upgrade,1,1,CCC,B,CCC→B,1,3.241538000000006,0.0109695,0.80389,-0.12579,0.2175,0.80361,0.068488,0.004696,-0.01282,0.004696,-5622.2,-0.59857,4.6503,0.052943000000000004,1.0452,0.023959,-2978.4999999999995,0.0058437,0.293002,0.86429,0.95096,0.35775
10044,risky_upgrade,1,1,CCC,B,CCC→B,1,0.14314,-0.043491,0.27755,-0.26774,0.15017,0.25521,-0.010616,-0.11917,-0.11128,-0.11917,-4876.8,-0.57453,4.2604,-0.033468,0.85808,-0.18913,-36.828,-0.46693,6.7597,0.40023,1.0335,0.2976
10045,risky_upgrade,1,1,B,BB,B→BB,1,0.53928,0.042347,0.28969,0.15437,0.55752,0.20023,0.066119,0.073025,0.059742,0.057519,38070.0,0.3596,5.392,0.014604,0.71998,0.11227,-15.799,0.28727,1.8818,1.0259,0.9854,1.0012
10046,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.49763,-0.025086,0.42877,0.11326,0.57327,0.36806,0.057414,0.0089172,0.026238,0.0038404,5983.0,0.25881,4.7228,-0.048013,0.84458,0.015724,-74.437,0.010434,1.9175,1.1516,1.048,0.61052
10047,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.27247,0.0022452,0.49523,0.26163,0.25728,0.49523,0.01447,0.0077001,0.02337,0.0094225,2686.9,0.3864,4.0116,0.012186,0.75106,0.015392,-10.158,0.019027,3.7154,2.08,0.98781,0.90036
10048,risky_upgrade,1,1,CCC,B,CCC→B,1,0.39589,0.013948,0.17755,0.0037286,0.44403,0.014959,0.011297,0.019433,0.05006,0.0,5.0,0.43524,3.1274,0.023492,1.2514,0.0031188,-50.221,-0.033971,2.5857,0.30031,0.97208,0.35747
13342,risky_upgrade,1,1,CCC,B,CCC→B,1,0.27068,0.022533,-0.3102,-0.27651,0.27727,-0.81933,0.072658,-0.819,0.071254,-1.0305,-399.0,0.12565,3.1593,0.015421,1.8948,0.17146,-36.042,-0.63279,3.7522,-4.8142759999999996,0.95215,0.17697
13343,risky_upgrade,1,1,CCC,B,CCC→B,1,0.91068,-0.16198,0.0038934,-0.24351,1.1116,0.00019245,-0.1495,-0.10207,-0.10263,0.0,-328.98,-0.23654,3.1307,0.011102,1.1852,-0.1395,-267.82,-2.9482139999999997,0.93307,0.012363,1.0194,0.59013
13344,risky_upgrade,1,1,B,BB,B→BB,1,0.28691,0.03088,0.35854,0.21814,0.26617,0.0014403,0.037967,0.032508,0.09443,-0.063053,183.26,0.20628,2.9243,0.040659,0.94458,0.11262,-84.145,0.17984,3.6331,2.4683,0.96085,1.1947
13346,risky_upgrade,1,1,CCC,B,CCC→B,1,1.6667,-0.08619,0.14177,0.13289,1.771,0.10855,-0.055697,-0.056658,-0.033535,0.0,200.0,-1.1169,3.1775,-0.0697,0.85998,-0.040488,-524.64,-0.24497,0.56088,15.484,1.0697,1.0225
13347,risky_upgrade,1,1,CCC,B,CCC→B,1,0.74764,0.0,0.5466,-0.10093,1.024,-0.27243,-0.22331,-0.31618,-0.14986,-0.12851,-1021.2,-0.17335,4.0051,0.12795,0.96173,-0.3425,-153.61,-0.42535,1.5338,0.49706,1.2353,0.19675
13348,risky_upgrade,1,1,B,BB,B→BB,1,0.31347,0.043365,0.39357,0.066664,0.30629,0.35871,0.040175,0.067406,0.059618,0.0,695.93,0.1067,4.0187,0.030609,0.63336,0.043404,-40.925,0.053936,3.282,1.1579,0.98732,0.65069
13349,risky_upgrade,1,1,CCC,B,CCC→B,1,0.40237,-0.0089484,0.51229,-0.34832,0.79843,-0.074185,-0.040538,-0.14565,-0.023862,-0.049194,-19443.0,-2.2021499999999996,4.7468,0.10864,1.0555,-0.097567,-122.61,-0.38613,2.4068,0.12996,0.87712,0.095141
13350,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.45404,0.056993,0.34711,0.23655,0.41068,0.2545,0.095911,0.18817,0.095607,0.0,4889.0,0.14928,4.3153,0.065403,1.4955,0.17572,25.047,0.247,2.3566,2.431,0.90951,0.31551
13351,risky_upgrade,1,2,CCC,B,CCC→B,1,3.241538000000006,-0.8681929,-0.7113339999999999,-1.00064,4.20196500000005,-1.86106,-0.5750552000000001,-1.034518,-0.063407,-1.880592,-18412.0,-2.2021499999999996,3.7792,0.056239,0.31632000000000005,-0.065968,-2978.4999999999995,0.09544,0.293002,-2.7222,0.11664,0.07834487
13352,risky_upgrade,1,1,CCC,B,CCC→B,1,0.4859,-0.035872,0.52118,0.2452,0.79835,0.015809,-0.28305,-0.26203,0.0071863,-0.02268,27299.0,-2.2021499999999996,5.0466,0.008453,0.73481,-0.61232,-9.1995,-0.73735,2.0756,0.82436,1.0177,0.74233
13353,risky_upgrade,1,1,CCC,B,CCC→B,1,0.63083,-0.20506,0.19841,-0.22011,0.90332,0.052532,-0.1252,-0.16003,-0.14433,0.0,0.69561,-0.42476,4.7716,-0.1487,0.41233,-0.25499,-148.82,-2.2546,1.3422,0.13322,1.18,0.46039
13354,risky_upgrade,1,1,CCC,B,CCC→B,1,0.090485,0.018765,0.8427,0.016834,0.11191,0.77375,0.01187,0.083853,-0.14312,0.0,21.8,0.21239,3.1123,0.12303,1.0611,0.11964,-6.345,0.014582,10.079,0.98134,0.78842,0.37999
13355,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.26463,-0.073747,0.61137,0.2849,0.28534,0.47371,-0.02379,0.1535,-0.045734,0.37975,802.0,-1.2137,3.4495,-0.032486,0.48838,-0.20759,-41.786,-0.13455,3.6599,1.8047,1.0348,1.1779
13356,risky_upgrade,1,1,CCC,B,CCC→B,1,0.74746,-0.14417,0.39098,-0.41071,1.0519,0.066977,-0.16603,-0.10692,-0.096432,-0.28534,-3887.8,-0.24382,3.9762,0.087434,0.66916,-0.18863,-252.0,-0.24525,1.1361,0.43327,0.85781,0.13149
13358,risky_upgrade,1,1,B,BB,B→BB,1,2.3616,-0.24347,0.66975,-0.24078,2.4119,0.24689,-0.043567,0.47038,-0.023031,0.22128,-40775.49,1.3255,5.5873,0.52788,2.674,-0.17092,-1025.2,0.0,0.8737,0.33395,0.5889,0.1725
13359,risky_upgrade,1,2,CCC,B,CCC→B,1,0.5843,-0.22285,-0.7113339999999999,-1.00064,0.71503,-1.86106,-0.096348,-0.96418,-0.47692,-1.880592,-3490.1,-0.28034,3.3222,-0.15963,0.78584,-0.23881,-194.77,0.43087,1.4465,-1.9192,1.1941,0.12914
13360,risky_upgrade,1,2,CCC,B,CCC→B,1,0.89959,0.18151,-0.7113339999999999,-1.00064,1.3374,-1.6925,0.11915,-1.034518,-0.5391808,-1.880592,-935.0,0.19545,2.6675,-0.36414,1.1816,0.07804,-303.63,-0.11669,0.81488,-2.4732,0.86969,0.07834487
13361,risky_upgrade,1,2,CCC,B,CCC→B,1,0.69364,-0.32716,0.55274,-0.30324,1.3998,0.21865,-0.3375,-0.14628,-0.14897,0.0,-6005.0,-0.20773,4.2967,-0.3056,0.54414,-0.42919,-235.91,-0.59745,1.1042,0.368,1.2668,0.22508
13362,risky_upgrade,1,1,CCC,B,CCC→B,1,0.33805,0.096434,0.16472,-0.20637,0.5157,-0.83516,0.084079,-0.53819,-0.052909,-1.0379,-1775.0,0.17971,3.9345,0.19253,1.558,0.23332,-78.737,1.3773,2.775,0.16402,0.72471,0.32969
13363,risky_upgrade,1,2,CCC,B,CCC→B,1,1.1811,-0.11004,0.19887,-0.24345,1.2626,-0.029378,-0.4582,0.39264,-0.07798,0.003802,-29612.0,-0.38966,5.085,0.21287,0.91135,-0.47461,-316.97,2.8106089999999995,1.0358,-0.043789,1.1667,0.27541
13364,risky_upgrade,1,1,CCC,B,CCC→B,1,0.16307,-0.074208,0.49122,0.55703,0.22108,0.22212,-0.082443,-0.18268,-0.15384,-0.016789,292.3,-0.11454,2.72,-0.064542,0.90724,-0.48864,3.6167,-0.46125,5.7175,16.942,1.0853,1.0773
13365,risky_upgrade,1,2,CCC,B,CCC→B,1,0.67863,-0.44887,-0.16116,-0.48471,0.96333,-0.41771,-0.39543,-0.75082,-0.51956,-0.27503,-6244.0,-0.088229,4.11,-0.43843,2.7253499999999997,-0.44538,-196.05,2.8106089999999995,1.0244,-0.49148,1.3924,0.3825
13366,risky_upgrade,1,1,B,BB,B→BB,1,0.50224,-0.12344,0.26192,-0.16907,0.95654,-0.064323,0.16111,-0.14288,-0.039731,-0.065988,-866.0,0.1618,3.7094,-0.041143,1.0035,-0.00068217,-163.65,0.0096932,1.9124,0.1008,0.96468,0.45215
13368,risky_upgrade,1,1,CCC,B,CCC→B,1,0.36175,-0.046702,0.29567,0.15771,0.36676,0.28841,-0.059851,0.056014,-0.052848,0.42536,1086.0,-0.57096,3.838,-0.027908,0.64337,-0.19456,-76.876,-0.46347,2.6893,2.1425,1.0341,0.82598
13369,risky_upgrade,1,1,CCC,B,CCC→B,1,0.37956,0.017937,0.37277,-0.13689,0.54605,-0.05799,-0.041804,-0.056763,0.034088,0.0,-14782.0,1.0149,5.0334,0.10224,1.2083,-0.11131,-88.999,-0.28899,2.6626,0.35302,0.90064,0.39971
